_id,Project ID,Planning_ID,Implementation_By,Project,Site_ID,Site_Name,HO_Date,Scope,New_RAT,New_Sector,Approval_Status,Approval_Ref,Blank,Tilt,Azimuth,Antenna_Height,New_RRU_Type,RRU_From,New_BTS_Type,BTS_From,New_Antenna_Type,Antenna_From,Cards_Type_n_From,Battery_count_n_From,Mobitel_Region,Planning_Engineer,On_Air_Target,Planning_Comments,Site_Engineer,Assigned_Date,Special_Tag,Coordinator_Comments,Sub_Contractor,Sub_Contractor_Remarks,Site_Status,Dependency,Responsible,Mobilization_Status,Mobilized_Date,Installation_Status,Installation_Date,Commissioning_Status,Commisioned_Date,SAR_Status,PAT_Status,PAT_Submitted,PAT_Pass_Date,On_Air_Status,On_Air_Date,Last Modified By,Supply_PR_Status,Supply_PR_Number,SAR_Date,SAR_Reference,PAT_Reference,Balance_Material_Returned_Date,Check_List_Verified,Material_Reconciled,Check_List_Submitted,Dependencies_On_Air_Target,Supply_BOQ_Submitted,Supply_BOQ_Approved,Power_Connected_Date,TX_Connected_Date,IMP_PR_Number
639b54bf135f56581322c04d,62e8e36c35659d158f2e4d0d,202201023,Mobitel Direct,Other Project 2022,MTWLG1,Welegoda,3/1/2022,Miscellaneous HO Huawei2022,G18L18,TBC,Approved,123,N/A,4 for all,90170240,12,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,Chandimal,1/23/2020,Need to completed before 14th March 2022,Mohamed Imran,3/2/2022,New Site,N/A,Garter Solutions,Pass with minor,PAT Submitted,Rectification Pending,Project,Completed,5/1/2022,Completed,5/3/2022,Completed,5/30/2022,Pending,Pass with minor,6/2/2022,9/12/2022,Completed,5/30/2022,Mohamed Imran,,,,,,,,,,,,,,,
639b54bf135f56581322c03f,62e8e36c35659d158f2e4cff,202201009,Mobitel Direct,Other Project 2022,BDHAP2,Haputhale,1/23/2022,Miscellaneous HO Huawei2022,G9L850,TBC,Approved,123,N/A,4 for all,90	 150	230,48,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,Tiresh,1/9/2020,Need to completed before 26th January 2022,Yomal Kodagoda,1/23/2022,New Site,N/A,Intel,N/A,On Air,N/A,N/A,Completed,1/26/2022,Completed,1/28/2022,Completed,1/26/2022,Pending,Pass,1/29/2022,3/12/2022,Completed,1/26/2022,Chamara Jayasanka,,,,,,,,,,,,,,,
639b54bf135f56581322c038,62e8e36c35659d158f2e4cf8,202201002,Mobitel Direct,Other Project 2022,RTTKT1,Kuttapitiya,1/12/2022,Miscellaneous HO Huawei2022,G9L850L21,TBC,Approved,123,N/A,4 for all,120	 240	 330,30,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,Tiresh,1/2/2020,Gamata Sanniwedanaya site			Temporary sites till New tower construction			Need Implement Hybrid Battery Solution,Yomal Kodagoda,1/18/2022,New Site,N/A,Intel Solutions,PAT Approval Pending,On Air,N/A,N/A,Completed,2/24/2022,Completed,2/26/2022,Completed,2/28/2022,PAT Only,Pass,3/3/2022,11/24/2022,Completed,2/28/2022,Chamara Jayasanka,Approved,test,,,,,,,,,,,,,
639b54bf135f56581322c057,62e8e36c35659d158f2e4d17,202201033,Mobitel Direct,Other Project 2022,IBARM1,Army Hospital,3/15/2022,1. Miscellaneous HO Huawei2022,3G RRU SWAP,TBC,N/A,123,N/A,Existing,Existing,IBS,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,Nuwan W,2/2/2020,N/A,Kasun Kandamulla,3/15/2022,N/A,N/A,,N/A,On Air,N/A,N/A,Pending,,Installation Pending,,Pending,,Pending,Pending,,,Pending,,Chamara Jayasanka,,,,,,,,,,,,,,,
639b54bf135f56581322c062,62e8e36c35659d158f2e4d22,202201044,Mobitel Direct,Other Project 2022,BTKLR2,Periyaneelavanai,3/18/2022,Miscellaneous HO Huawei2022,3012 Equipment removals,TBC,Pending,123,N/A,Existing,Existing,40,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,Chamith,2/13/2020,N/A,Dumindu Chamikara,3/21/2022,N/A,N/A,,Removal Pending,Not Started,Approval,Project,Completed,11/17/2022,Completed,11/18/2022,Completed,11/19/2022,Pending,Pending,,,Completed,11/22/2022,Chamara Jayasanka,,,,,,,,,,,,,,,
639b54bf135f56581322c063,62e8e36c35659d158f2e4d23,202201045,Mobitel Direct,Other Project 2022,MTTEL2,Thelijjavila_2,3/18/2022,Miscellaneous HO Huawei2022,L1800 2T2R,TBC,Pending,123,N/A,Existing,Existing,60,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,Chandimal,2/14/2020,N/A,Suranga Gunawardhana,3/21/2022,New Site,N/A,,Approval Pending,Not Started,Approval,Planning,Completed,2/17/2022,Completed,2/18/2022,Completed,2/19/2022,Pending,Pass,,2/20/2022,Completed,2/22/2022,Suranga Gunawardhana,,,,,,,,,,,,,,,
639b54bf135f56581322c06a,62e8e39f35659d158f2e4d41,202201052,Mobitel Direct,Other Project 2022,KLGON1,Gonapola,3/22/2022,Miscellaneous HO Huawei2022,2T2R sector convetion,TBC,Approved,123,N/A,Existing,Existing,55,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,Nuwan W,2/21/2020,Due to urgency please proceed sector 1(75) before 25th March 2022 ,Dumindu Chamikara,3/22/2022,VIP Capacity Upgrade,N/A,L & H,PAT Approval Pending,PAT Submitted,Approval,Operation,Completed,3/24/2022,Completed,3/26/2022,Completed,3/24/2022,Pending,Pass,3/24/2022,8/15/2022,Completed,8/16/2022,,,,,,,,,,,,,,,,
639b54bf135f56581322c06d,62e8e39f35659d158f2e4d44,202201055,Mobitel Direct,Other Project 2022,GMWTP2,Wathupitiwala2,3/29/2022,Miscellaneous HO Huawei2022,G18L18,TBC,Approved,123,N/A,4,20	 160	 340,52.5,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,Rabel,2/24/2020,Need to complete before 5th April 2022,Dumindu Chamikara,3/30/2022,New Site,N/A,Intel Solutions,PAT Pass,On Air,N/A,N/A,Completed,4/6/2022,Completed,4/8/2022,Completed,4/6/2022,Pending,Pending,,,Completed,4/9/2022,Dumindu Chamikara,,,,,,,,,,,,,,,
639b54bf135f56581322c08e,62e8e39f35659d158f2e4d65,202201088,Mobitel Direct,Other Project 2022,ZMAH73,Boralesgamuwa East,5/13/2022,Miscellaneous HO Huawei2022,G18L18,TBC,Pending,123,N/A,0	 120	 240,24,9,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,Huawei,3/28/2020,N/A,Yomal Kodagoda,5/17/2022,New Site,N/A,,TSSR Pending,Installation Pending,Implementation,Project,Completed,6/12/2022,Completed,6/15/2022,Completed,6/18/2022,Approved,Pass,6/21/2022,10/5/2022,Completed,6/18/2022,Yomal Kodagoda,,,7/2/2022,,,,,,,,,,,,
639b54bf135f56581322c095,62e8e39f35659d158f2e4d6c,202201095,Mobitel Direct,Other Project 2022,KLKHN1,Kehelnawa,5/25/2022,1. Miscellaneous HO Huawei2022,L21,TBC,Pending,123,N/A,4,0	 120	 240,N/A,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,Chandimal,4/4/2020,N/A,Suranga Gunawardhana,5/26/2022,New Site,N/A,Suvitech Networks Pvt Ltd,Installation Completed,Installed,Power Pending,Power,Completed,10/6/2022,Completed,10/10/2022,Pending,,Pending,Pending,,,Pending,,Chamara Jayasanka,,,,,,,,,,,,,,,
639b54bf135f56581322c0ae,62e8e40035659d158f2e4db3,202201120,Mobitel Direct,Other Project 2022,TSLT5G,SLT Fort Experience Center,6/2/2022,Miscellaneous HO Huawei2022,5G,TBC,Approved,123,N/A,IBS,IBS,IBS,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,Thilanka,4/29/2020,Temporary FD Pole installation done by Mobitel ,Yomal Kodagoda,6/3/2022,N/A,N/A,,Due to TX Planning Issue,Commissioned / PAT Submission Pending,Approval,TX Planning,Completed,7/2/2022,Completed,7/5/2022,Completed,7/8/2022,PAT Only,Rejected,,,Completed,7/8/2022,Yomal Kodagoda,,,,,,,,,,,,,,,
639b54bf135f56581322c0b9,62e8e40035659d158f2e4dbe,202201131,Mobitel Direct,Other Project 2022,ZDOM04,Kirindiwela,6/27/2022,Miscellaneous HO Huawei2022,Card SWAP,TBC,Pending,123,N/A,Existing,Existing,50,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,Rabel,5/10/2020,Need to commission before 29th June 2022,Himantha Rajapaksha,6/28/2022,N/A,N/A,,Implementation Pending,Not Started,Implementation,Project,Completed,7/30/2022,Completed,7/31/2022,Completed,8/4/2022,Pending,Pass,8/9/2022,8/20/2022,Completed,8/21/2022,,,,,,,,,,,,,,,,
639b54bf135f56581322c0d0,62e8e41635659d158f2e4ddb,202201154,Mobitel Direct,Other Project 2022,MTKOT2,Kotapola_2,7/27/2022,Miscellaneous HO Huawei2022,Dualbeam conversion,TBC,Pending,123,N/A,Existing,Existing,60,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,Chandimal,6/2/2020,Need to complete before 1st August 2022,Suranga Gunawardhana,7/29/2022,N/A,N/A,,Installation Pending ,Not Started,Implementation,Project,Completed,11/24/2022,Completed,11/25/2022,Completed,11/26/2022,Pending,Pending,,,Completed,11/29/2022,Suranga Gunawardhana,,,,,,,,,,,,,,,
639b54bf135f56581322c0d4,62e8e41635659d158f2e4ddf,202202001,Mobitel Direct,Other Project 2022,MTMRB1 ,Welhena,1/7/2022,Covid 19 Capacity update 3,RRU installation,TBC,Approved,123,N/A,4,0,54,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,Chandimal,6/6/2020,Need to commission before  9th January 2022,Suranga Gunawardhana,1/18/2022,VIP Capacity Upgrade,N/A,L&H,GMBAT1 Removal done by Indika,On Air,N/A,N/A,Completed,1/8/2022,Completed,1/10/2022,Completed,1/8/2022,Approved,Pass,1/20/2022,1/27/2022,Completed,1/8/2022,Suranga Gunawardhana,,,1/12/2022,2.02E+13,,,,,,,,,,,
639b54bf135f56581322c0d5,62e8e41635659d158f2e4de0,202202002,Mobitel Direct,Other Project 2022,RTWTH1,Wathurawa,1/12/2022, 2. Covid 19 Capacity update 3,RRU Instalation,TBC,Pending,123,N/A,Existing,Existing,60,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,Tiresh,6/7/2020,N/A,Suranga Gunawardhana,1/18/2022,New Site,N/A,,Installation Pending,Installation Pending,Implementation,Project,Pending,,Pending,,Pending,,Pending,Pending,,,Pending,,Suranga Gunawardhana,,,,,,,,,,,,,,,
639b54bf135f56581322c0e9,62e8e41635659d158f2e4df4,202208010,Mobitel Direct,Other Project 2022,KYSUD1,Suduhumpola,1/18/2022,BTS Removal,BTS Removal,TBC,Approved,123,N/A,Existing,Existing,15,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,Chamith,6/27/2020,N/A,Dumindu Chamikara,2/3/2022,N/A,N/A,L&H,SAR Reject	Rectification Pending,SAR Only/ SAR Submitted,Approval,Operation,Completed,4/22/2022,Completed,4/24/2022,Completed,4/22/2022,Rejected,SAR Only,,,Completed,4/22/2022,,,,,,,,,,,,,,,,
639b54bf135f56581322c0ed,62e8e41635659d158f2e4df8,202209004,Mobitel Direct,Other Project 2022,GLKUR2,KURUNDUGAHA2,1/18/2022,Card Removal,Card Removal,TBC,N/A,123,N/A,Existing,Existing,60,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,Yasitha,7/1/2020,N/A,Suranga Gunawardhana,1/19/2022,N/A,N/A,N/A,N/A,SAR Approved,N/A,N/A,Completed,1/25/2022,Completed,1/27/2022,Completed,1/25/2022,Approved,SAR Only,2/1/2022,2/1/2022,Completed,1/25/2022,Suranga Gunawardhana,,,2/1/2022,2.02E+13,,,,,,,,,,,
639b54bf135f56581322c0ee,62e8e41635659d158f2e4df9,202209005,Mobitel Direct,Other Project 2022,GMBLW1,Bolawalana,1/18/2022,Card Removal,Card Removal,TBC,N/A,123,N/A,Existing,Existing,50,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,Yasitha,7/2/2020,N/A,Indika Shantha,1/19/2022,N/A,N/A,N/A,SAR Approval Pendnig,SAR Only/ SAR Submitted,Approval,Operation,Completed,1/31/2022,Completed,2/2/2022,Completed,1/31/2022,Approved,SAR Only,,,Completed,1/31/2022,Chamara Jayasanka,,,,,,,,,,,,,,,
639b54bf135f56581322c039,62e8e36c35659d158f2e4cf9,202201003,Mobitel Direct,Other Project 2022,RTTMG1,Magurugoda,1/12/2022,Miscellaneous HO Huawei2022,G9L850L21,TBC,Approved,123,N/A,4 for all,80	 180	 350,9,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,Tiresh,1/3/2020,Gamata Sanniwedanaya site			Temporary sites till New tower construction,Yomal Kodagoda,1/18/2022,New Site,N/A,L&H engineers,N/A,On Air,N/A,N/A,Completed,1/20/2022,Completed,1/22/2022,Completed,1/27/2022,Pending,Pass,1/30/2022,4/21/2022,Completed,1/27/2022,Yomal Kodagoda,,,,,,,,,,,,,,,
639b54bf135f56581322c03a,62e8e36c35659d158f2e4cfa,202201004,Mobitel Direct,Other Project 2022,TKEL03,Kelani Perahera 2022,1/12/2022,Miscellaneous HO Huawei2022,G18L18L21,TBC,Approved,123,N/A,2 for All,0	 100	 240,18,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,Rabel,1/4/2020,Temporary Pole installation done by Mobitel 			This temporary installation for Kelaniya Duruthu Perahera 2021			Need to commission before 16th January 2022 and can remove after 22nd  January 2022,Indika Shantha,1/13/2022,VIP Capacity Upgrade,N/A,L&H engineers,Site Removal done on 19/1/2022,On Air,N/A,N/A,Completed,1/16/2022,Completed,1/18/2022,Completed,1/17/2022,Approved,Pass,1/17/2022,1/20/2022,Completed,1/17/2022,Chamara Jayasanka,,,3/21/2022,,2.20E+11,6/7/2022,,,,,,,,,
639b54bf135f56581322c03e,62e8e36c35659d158f2e4cfe,202201008,Mobitel Direct,Other Project 2022,ZHOM28,Panagoda__Army_camp,1/21/2022,Miscellaneous HO Huawei2022,Antenna Rearrangement,TBC,Approved,123,N/A,Existing,Existing,36,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,Nuwan W,1/8/2020,Need to completed before 31st January 2022,Suranga Gunawardhana,1/22/2022,VIP Capacity Upgrade,N/A,L & H,PAT Approval Pending,On Air,N/A,N/A,Completed,3/23/2022,Completed,3/25/2022,Completed,3/23/2022,PAT Only,Pass,3/29/2022,6/17/2022,Completed,3/23/2022,Chamara Jayasanka,,,6/17/2022,,,,,,,,,,,,
639b54bf135f56581322c044,62e8e36c35659d158f2e4d04,202201014,Mobitel Direct,Other Project 2022,MTDOL1,DolamawattaÂ Â  ,1/31/2022,1. Miscellaneous HO Huawei2022,G9L850,TBC,Pending,123,N/A,4 for all,0	 120	 240,60,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,Chandimal,1/14/2020,N/A,Yomal Kodagoda,2/2/2022,New Site,N/A,,Tower Pending,Not Started,Implementation,Civil,Installation Pending,,Installation Pending,,Pending,,Pending,Pending,,,Pending,,Chamara Jayasanka,,,,,,,,,,,,,,,
639b54bf135f56581322c04c,62e8e36c35659d158f2e4d0c,202201022,Mobitel Direct,Other Project 2022,COL579,LCC083 Galle Face Pole6,2/22/2022,Miscellaneous HO Huawei2022,5G sector,TBC,Approved,123,N/A,5,Â 75,12,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,Nuwan W,1/22/2020,N/A,Yomal Kodagoda,2/28/2022,N/A,N/A,DAR,N/A,On Air,N/A,N/A,Completed,3/17/2022,Completed,3/19/2022,Completed,3/22/2022,Pending,Pass,3/25/2022,3/30/2022,Completed,3/22/2022,Yomal Kodagoda,,,,,,,,,,,,,,,
639b54bf135f56581322c054,62e8e36c35659d158f2e4d14,202201030,Mobitel Direct,Other Project 2022,IBJET1,Jetwing Yala,3/15/2022,1. Miscellaneous HO Huawei2022,3G RRU removal,TBC,N/A,123,N/A,Existing,Existing,IBS,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,Chandimal,1/30/2020,N/A,Kasun Kandamulla,3/15/2022,N/A,Reassigned,,N/A,On Air,N/A,N/A,Installation Pending,,Installation Pending,,Pending,,Pending,Pending,,,Pending,,Chamara Jayasanka,,,,,,,,,,,,,,,
639b54bf135f56581322c058,62e8e36c35659d158f2e4d18,202201034,Mobitel Direct,Other Project 2022,IBCOP1,Ministry of Co-operatives and Internal Trade,3/15/2022,1. Miscellaneous HO Huawei2022,3G RRU SWAP,TBC,N/A,123,N/A,Existing,Existing,IBS,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,Nuwan W,2/3/2020,N/A,Kasun Kandamulla,3/15/2022,N/A,N/A,,Implementation Pending,Not Started,Implementation,Project-IBS,Pending,,Installation Pending,,Pending,,Pending,Pending,,,Pending,,Chamara Jayasanka,,,,,,,,,,,,,,,
639b54bf135f56581322c072,62e8e39f35659d158f2e4d49,202201060,Mobitel Direct,Other Project 2022,ZMAH35,Udahamulla,3/29/2022,Miscellaneous HO Huawei2022,RRU SWAP,TBC,Approved,123,N/A,Existing,Existing,15,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,Nuwan W,2/29/2020,N/A,Himantha Rajapaksha,3/30/2022,N/A,N/A,L & H,N/A,On Air,N/A,N/A,Completed,4/6/2022,Completed,4/8/2022,Completed,4/6/2022,Approved,Pass,4/9/2022,6/9/2022,Completed,4/6/2022,,,,4/21/2022,,,,,,,,,,,,
639b54bf135f56581322c07c,62e8e39f35659d158f2e4d53,202201070,Mobitel Direct,Other Project 2022,ZMRT42,Molpe2,3/29/2022,Miscellaneous HO Huawei2022,RRU SWAP,TBC,N/A,123,N/A,Existing,Existing,18,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,Nuwan W,3/10/2020,N/A,Mohamed Imran,3/30/2022,N/A,N/A,Garter Solutions,PAT Submission Pending,Commissioned / PAT Submission Pending,Submission,Project,Completed,5/26/2022,Completed,5/28/2022,Completed,5/26/2022,Approved,Pass,5/29/2022,8/15/2022,Completed,5/26/2022,Suranga Gunawardhana,,,7/7/2022,,,,,,,,,,,,
639b54bf135f56581322c07d,62e8e39f35659d158f2e4d54,202201071,Mobitel Direct,Other Project 2022,RTWTH1,Wathurawa,4/6/2022,Miscellaneous HO Huawei2022,GL18 Sector,TBC,Pending,123,N/A,Existing,Existing,60,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,Tiresh,3/11/2020,N/A,Yomal Kodagoda,4/6/2022,New Site,N/A,,Sub con hold installation due to rate card issue,On Air,Implementation,Project,Completed,8/2/2022,Completed,8/3/2022,Completed,8/4/2022,Pending,Pending,,,Completed,8/7/2022,Yomal Kodagoda,,,,,,,,,,,,,,,
639b54bf135f56581322c041,62e8e36c35659d158f2e4d01,202201011,Mobitel Direct,Other Project 2022,MTDER1,Derangala,1/31/2022,1. Miscellaneous HO Huawei2022,Relocation,TBC,Pending,123,N/A,4 for all,0	 120	 240,60,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,Chandimal,1/11/2020,N/A,Yomal Kodagoda,2/2/2022,New Site,N/A,,Tower Pending,Not Started,Tower Pending,Civil,Installation Pending,,Installation Pending,,Pending,,Pending,Pending,,,Pending,,Yomal Kodagoda,,,,,,,,,,,,,,,
639b54bf135f56581322c046,62e8e36c35659d158f2e4d06,202201016,Mobitel Direct,Other Project 2022,BTKLR4,Kallar 4,1/31/2022,Miscellaneous HO Huawei2022,18L18,TBC,Pending,123,N/A,4 for all,65	 255	 330,50,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,Chamith,1/16/2020,N/A,Dumindu Chamikara,2/2/2022,New Site,N/A,Intel Solutions,PAT Pass,On Air,N/A,N/A,Completed,3/2/2022,Completed,3/5/2022,Completed,3/8/2022,Pending,Pending,,,Completed,3/11/2022,Dumindu Chamikara,,,,,,,,,,,,,,,
639b54bf135f56581322c04e,62e8e36c35659d158f2e4d0e,202201024,Mobitel Direct,Other Project 2022,ZBIY14,Thembiligasmulla,3/1/2022,Miscellaneous HO Huawei2022,G18L18,TBC,Approved,123,N/A,4,280,18,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,Rabel,1/24/2020,Need to completed before 7th March 2022,Mohamed Imran,3/2/2022,VIP Capacity Upgrade,N/A,Assure Solutions,PAT Approval Pending,Commissioned,PAT Submission Pending,Operation,Completed,3/8/2022,Completed,3/10/2022,Completed,3/8/2022,Pending,Rejected,,9/9/2022,Completed,3/8/2022,Chamara Jayasanka,,,,,,,,,,,,,,,
639b54bf135f56581322c087,62e8e39f35659d158f2e4d5e,202201081,Mobitel Direct,Other Project 2022,KGGON2,Gonagaldeniya 2,5/13/2022,Miscellaneous HO Huawei2022,DBL18L85,TBC,Pending,123,N/A,0	 120	 240,60,N/A,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,Huawei,3/21/2020,N/A,Dumindu Chamikara,5/17/2022,New Site,N/A,,TSSR Pending,Not Started,Implementation,Project,Completed,9/9/2022,Completed,9/10/2022,Completed,9/11/2022,Pending,Pending,,,Completed,9/14/2022,,,,,,,,,,,,,,,,
639b54bf135f56581322c08f,62e8e39f35659d158f2e4d66,202201089,Mobitel Direct,Other Project 2022,KUBIN3,Bingiriya East,5/13/2022,1. Miscellaneous HO Huawei2022,DBL18L85,TBC,Pending,123,N/A,0	 120	 240,60,N/A,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,Huawei,3/29/2020,N/A,Dumindu Chamikara,5/17/2022,New Site,N/A,Onnexta,Hold,TSSR Approved,Approval Pending,Planning,Hold,,Pending,,Pending,,Pending,Pending,,,Pending,,Dumindu Chamikara,,,,,,,,,,,,,,,
639b54bf135f56581322c094,62e8e39f35659d158f2e4d6b,202201094,Mobitel Direct,Other Project 2022,TUON5G,NSBM_University,5/25/2022,Miscellaneous HO Huawei2022,5G Temporary,TBC,Pending,123,N/A,0,Poposed Location,WM,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,Nuwan W,4/3/2020,2*5G AAU need to mount on building as direct  wall mount ,Yomal Kodagoda,5/26/2022,N/A,N/A,,Material Pending,Installation Pending,Equipment,Project,Completed,6/24/2022,Completed,6/27/2022,Completed,6/30/2022,Approved,Pass,7/3/2022,10/5/2022,Completed,6/30/2022,Yomal Kodagoda,,,7/14/2022,,,,,,,,,,,,
639b54bf135f56581322c096,62e8e39f35659d158f2e4d6d,202201096,Mobitel Direct,Other Project 2022,ZKAD36,Dalupitiya3,5/25/2022,Miscellaneous HO Huawei2022,L21,TBC,Pending,123,N/A,4,0	 120	 240,N/A,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,Rabel,4/5/2020,N/A,Suranga Gunawardhana,5/26/2022,New Site,N/A,Suvitech Networks Pvt Ltd,Installation Completed,On Air,N/A,N/A,Completed,8/12/2022,Completed,8/15/2022,Completed,8/28/2022,PAT Only,Pass,8/28/2022,11/5/2022,Completed,8/28/2022,Chamara Jayasanka,,,,,2.02E+13,,,,,,,,,,
639b54bf135f56581322c09a,62e8e40035659d158f2e4d9f,202201100,Mobitel Direct,Other Project 2022,GMKOS2,Koshinna West,5/25/2022,1. Miscellaneous HO Huawei2022,L21,TBC,Pending,123,N/A,4,0	 120	 240,N/A,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,Rabel,4/9/2020,N/A,Himantha Rajapaksha,5/26/2022,New Site,N/A,,Implementation Pending,Installation Pending,Implementation,Project,Pending,,Pending,,Pending,,Pending,Pending,,,Pending,,,,,,,,,,,,,,,,,
639b54bf135f56581322c09d,62e8e40035659d158f2e4da2,202201103,Mobitel Direct,Other Project 2022,GMAKK1,Akkarapaha,5/25/2022,1. Miscellaneous HO Huawei2022,L21,TBC,Pending,123,N/A,4,0	 120	 240,N/A,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,Rabel,4/12/2020,N/A,Shehan Perera,5/26/2022,New Site,N/A,,Implementation Pending,Not Started,SAQ Clearance Pending,SAQ,Hold,,Hold,,Pending,,Pending,Pending,,,Pending,,Shehan Perera,,,,,,,,,,,,,,,
639b54bf135f56581322c06f,62e8e39f35659d158f2e4d46,202201057,Mobitel Direct,Other Project 2022,ZDEH31,Sri_Dharmapal_Mw,3/29/2022,Miscellaneous HO Huawei2022,RRU SWAP,TBC,Approved,123,N/A,Existing,Existing,18,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,Nuwan W,2/26/2020,N/A,Dumindu Chamikara,3/30/2022,N/A,N/A,L & H,PAT Approval Pending,PAT Submitted,Approval,Operation,Completed,4/4/2022,Completed,4/6/2022,Completed,4/4/2022,Pending,Pending,,,Completed,4/4/2022,,,,,,,,,,,,,,,,
639b54bf135f56581322c075,62e8e39f35659d158f2e4d4c,202201063,Mobitel Direct,Other Project 2022,ZMAH49,Udahamulla2,3/29/2022,Miscellaneous HO Huawei2022,RRU SWAP,TBC,Approved,123,N/A,Existing,Existing,18,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,Nuwan W,3/3/2020,N/A,Himantha Rajapaksha,3/30/2022,N/A,N/A,L & H,N/A,On Air,N/A,N/A,Completed,4/11/2022,Completed,4/13/2022,Completed,4/11/2022,Approved,Pass,4/14/2022,6/6/2022,Completed,4/11/2022,,,,5/10/2022,,,,,,,,,,,,
639b54bf135f56581322c079,62e8e39f35659d158f2e4d50,202201067,Mobitel Direct,Other Project 2022,ZMRT29,Puwakaramba,3/29/2022,Miscellaneous HO Huawei2022,RRU SWAP,TBC,N/A,123,N/A,Existing,Existing,21,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,Nuwan W,3/7/2020,N/A,Mohamed Imran,3/30/2022,N/A,N/A,Garter Solutions,,On Air,Submission,Project,Completed,6/3/2022,Completed,6/5/2022,Completed,6/3/2022,Approved,Pass,6/6/2022,7/15/2022,Completed,6/3/2022,Mohamed Imran,,,7/7/2022,,,,,,,,,,,,
639b54bf135f56581322c0af,62e8e40035659d158f2e4db4,202201121,Mobitel Direct,Other Project 2022,TGST5G,Galle SLT Teleshop Experience Center,6/3/2022,Miscellaneous HO Huawei2022,5G,TBC,Approved,123,N/A,0,Poposed Location,3,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,Chandimal,4/30/2020,Temporary FD Pole and cable ladder installation done by Mobitel ,Suranga Gunawardhana,6/4/2022,N/A,N/A,L & H,PAT Approval Pending,PAT Submitted,Approval,Operation,Completed,6/21/2022,Completed,6/23/2022,Completed,6/21/2022,Pending,Pending,,,Completed,6/21/2022,Suranga Gunawardhana,,,,,,,,,,,,,,,
639b54bf135f56581322c0b2,62e8e40035659d158f2e4db7,202201124,Mobitel Direct,Other Project 2022,ZWAT52,Balagalawatta,6/27/2022,1. Miscellaneous HO Huawei2022,L21,TBC,Pending,123,N/A,4,0	 120	 240,16,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,Rabel,5/3/2020,N/A,Yomal Kodagoda,6/28/2022,New Site,N/A,,Implementation Pending,Installation Pending,Implementation,Project,Installation Pending,,Installation Pending,,Pending,,Pending,Pending,,,Pending,,Yomal Kodagoda,,,,,,,,,,,,,,,
