_id,Project ID,Planning_ID,Implementation_By,Project,Site_ID,Site_Name,HO_Date,Scope,New_RAT,New_Sector,Approval_Status,Approval_Ref,Blank,Tilt,Azimuth,Antenna_Height,New_RRU_Type,RRU_From,New_BTS_Type,BTS_From,New_Antenna_Type,Antenna_From,Cards_Type_n_From,Battery_count_n_From,Mobitel_Region,Planning_Engineer,On_Air_Target,Planning_Comments,Site_Engineer,Assigned_Date,Special_Tag,Coordinator_Comments,Sub_Contractor,Sub_Contractor_Remarks,Site_Status,Dependency,Responsible,Mobilization_Status,Mobilized_Date,Installation_Status,Installation_Date,Commissioning_Status,Commisioned_Date,SAR_Status,PAT_Status,PAT_Submitted,PAT_Pass_Date,On_Air_Status,On_Air_Date,Last Modified By,Supply_PR_Status,Supply_PR_Number,SAR_Date,SAR_Reference,PAT_Reference,Balance_Material_Returned_Date,Check_List_Verified,Material_Reconciled,Check_List_Submitted,Dependencies_On_Air_Target,Supply_BOQ_Submitted,Supply_BOQ_Approved,Power_Connected_Date,TX_Connected_Date,IMP_PR_Number
639b54bf135f56581322c316,62e8ee3835659d158f2e5122,202213036,Mobitel Direct,Other Project 2022,HMKAH1,TBC,7/27/2022,Huawei 3G Shutdown,Huawei 3G Shutdown,N/A,Pending,123,N/A,Existing,Existing,Existing,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,Pending,1/5/2022,N/A,Suranga Gunawardhana,8/5/2022,N/A,N/A,,Removal Pending,Removal Pending,Implementation,Project,Completed,8/9/2022,Completed,8/10/2022,Completed,8/11/2022,Pending,SAR Only,,,Completed,8/14/2022,Suranga Gunawardhana,,,,,,,,,,,,,,,
639b54bf135f56581322c323,62e8ee3835659d158f2e512f,202213049,Mobitel Direct,Other Project 2022,KUDMP1,TBC,7/27/2022,Huawei 3G Shutdown,Huawei 3G Shutdown,N/A,Pending,123,N/A,Existing,Existing,Existing,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,Pending,1/18/2022,N/A,Sampath Kaluarachchi,8/5/2022,N/A,N/A,,Removal Pending,Removal Pending,Implementation,Project,Completed,9/25/2022,Completed,9/26/2022,Completed,9/27/2022,Pending,SAR Only,,,Completed,9/30/2022,Suranga Gunawardhana,,,,,,,,,,,,,,,
639b54bf135f56581322c325,62e8ee5235659d158f2e5137,202213051,Mobitel Direct,Other Project 2022,KUKDW1,TBC,7/27/2022,Huawei 3G Shutdown,Huawei 3G Shutdown,N/A,Pending,123,N/A,Existing,Existing,Existing,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,Pending,1/20/2022,N/A,Shehan Perera,8/5/2022,N/A,N/A,,Removal Pending,Removal Pending,Implementation,Project,Completed,7/28/2022,Completed,7/29/2022,Completed,7/30/2022,Pending,SAR Only,,,Completed,8/2/2022,Shehan Perera,,,,,,,,,,,,,,,
639b54bf135f56581322c32e,62e8ee5235659d158f2e5140,202213060,Mobitel Direct,Other Project 2022,MTKAM2,TBC,7/27/2022,Huawei 3G Shutdown,Huawei 3G Shutdown,N/A,Pending,123,N/A,Existing,Existing,Existing,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,Pending,1/29/2022,N/A,Mohamed Imran,8/5/2022,N/A,N/A,,Removal Pending,Removal Pending,Implementation,Project,Completed,10/8/2022,Completed,10/9/2022,Completed,10/10/2022,Pending,SAR Only,,,Completed,10/13/2022,Suranga Gunawardhana,,,,,,,,,,,,,,,
639b54bf135f56581322c32f,62e8ee5235659d158f2e5141,202213061,Mobitel Direct,Other Project 2022,MTMAW1,TBC,7/27/2022,Huawei 3G Shutdown,Huawei 3G Shutdown,N/A,Pending,123,N/A,Existing,Existing,Existing,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,Pending,1/30/2022,N/A,Mohamed Imran,8/5/2022,N/A,N/A,,Removal Pending,Removal Pending,Implementation,Project,Completed,8/14/2022,Completed,8/15/2022,Completed,8/16/2022,Pending,SAR Only,,,Completed,8/19/2022,Suranga Gunawardhana,,,,,,,,,,,,,,,
639b54bf135f56581322c342,62e8ee5235659d158f2e5154,202214006,Mobitel Direct,Other Project 2022,IBFOR1,Fortress,7/27/2022,IBS L2100,CPRI change from WBBP to UBBP,N/A,Pending,123,N/A,Existing,Existing,N/A,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,Nuwan W,2/18/2022,N/A,Kasun Kandamulla,8/5/2022,N/A,N/A,,Installation Pending,Installation Pending,Implementation,IBS,Completed,9/15/2022,Completed,9/16/2022,Completed,9/17/2022,Pending,Pending,,,Completed,9/20/2022,Suranga Gunawardhana,,,,,,,,,,,,,,,
639b54bf135f56581322c34f,62e8ee5235659d158f2e5161,202214019,Mobitel Direct,Other Project 2022,IBMLV1,Mt Lavinia Hotel,7/27/2022,14. IBS L2100, Add UBBPg1 card and remove UBBPd3,N/A,Pending,123,N/A,Existing,Existing,N/A,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,Nuwan W,3/3/2022,N/A,Ishara Thilakasiri,8/5/2022,N/A,N/A,,Installation Pending,Installation Pending,Implementation,IBS,Installation Pending,,Installation Pending,,Pending,,Pending,Pending,,,Pending,,Suranga Gunawardhana,,,,,,,,,,,,,,,
639b54bf135f56581322c354,62e8ee5235659d158f2e5166,202214024,Mobitel Direct,Other Project 2022,IBRED1,Cinnamon Red,7/27/2022,IBS L2100,Add UBBPg1 card and remove LBBPD2,N/A,Pending,123,N/A,Existing,Existing,N/A,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,Nuwan W,3/8/2022,N/A,Ishara Thilakasiri,8/5/2022,N/A,N/A,,Installation Pending,Installation Pending,Implementation,IBS,Completed,11/7/2022,Completed,11/8/2022,Completed,11/9/2022,Pending,Pending,,,Completed,11/12/2022,Suranga Gunawardhana,,,,,,,,,,,,,,,
639b54bf135f56581322c356,62e8ee5235659d158f2e5168,202214026,Mobitel Direct,Other Project 2022,IBTAJ1,Taj Samudra,7/27/2022,IBS L2100,CPRI change from WBBP to UBBP,N/A,Pending,123,N/A,Existing,Existing,N/A,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,Nuwan W,3/10/2022,N/A,Kasun Kandamulla,8/5/2022,N/A,N/A,,Installation Pending,Installation Pending,Implementation,IBS,Completed,9/18/2022,Completed,9/19/2022,Completed,9/20/2022,Pending,Pending,,,Completed,9/23/2022,Suranga Gunawardhana,,,,,,,,,,,,,,,
639b54bf135f56581322c35a,62e8ee5235659d158f2e516c,202214030,Mobitel Direct,Other Project 2022,PTNAI2,Nainamadama_Beach,7/27/2022,IBS L2100,RRU SWAP,N/A,Pending,123,N/A,Existing,Existing,50,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,Rabel,3/14/2022,N/A,,,N/A,N/A,,Installation Pending,Not Started,Implementation,IBS,Completed,11/5/2022,Completed,11/6/2022,Completed,11/7/2022,Pending,Pending,,,Completed,11/10/2022,,,,,,,,,,,,,,,,
639b54bf135f56581322c35d,62e8ee5235659d158f2e516f,202214033,Mobitel Direct,Other Project 2022,GLNUG1,Nugethota,7/27/2022,IBS L2100,RRU SWAP,N/A,Pending,123,N/A,Existing,Existing,60,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,Rabel,3/17/2022,N/A,Suranga Gunawardhana,8/5/2022,N/A,N/A,,Installation Pending,Installation Pending,Implementation,IBS,Completed,11/7/2022,Completed,11/8/2022,Completed,11/9/2022,Pending,Pending,,,Completed,11/12/2022,Suranga Gunawardhana,,,,,,,,,,,,,,,
639b54bf135f56581322c36f,637deb3c021304136f70dcb8,Other Project 2022_ZTE Mis. HO 2022-Old_063_1662036304989,Mobitel Direct,Other Project 2022,KYUOP3,Peradeniya Medical Faculty ,8/17/2022,Miscellaneous HO ZTE2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/4/2022,NA,N/A,8/22/2022,N/A,NA,N/A,Task handed over,,,,Installation Pending,,Installation Pending,,Pending,,Pending,Pending,,,Pending,,Chamara Jayasanka,,,,,,,,,,,,,,,0
639b54bf135f56581322c370,637deb3c021304136f70dcb9,Other Project 2022_ZTE Mis. HO 2022-Old_064_1662036305014,Mobitel Direct,Other Project 2022,KYUOP5,UOP Hostels Area,8/17/2022,Miscellaneous HO ZTE2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/5/2022,NA,N/A,8/22/2022,N/A,NA,N/A,Task handed over,,,,Installation Pending,,Installation Pending,,Pending,,Pending,Pending,,,Pending,,Chamara Jayasanka,,,,,,,,,,,,,,,0
639b54bf135f56581322c379,637deb3c021304136f70dcc2,Other Project 2022_ZTE Mis. HO 2022-Old_073_1662036305143,Mobitel Direct,Other Project 2022,PTPUT1,Puttalam,8/27/2022,Miscellaneous HO ZTE2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/14/2022,NA,Himantha Rajapaksha,9/1/2022,N/A,NA,DAR E-COM PRIVATE LIMITED ,Task accepted,,,,Installation Pending,,Installation Pending,,Pending,,Pending,Pending,,,Pending,,Chamara Jayasanka,,,,,,,,,,,,,,,0
639b54bf135f56581322c384,637deb3c021304136f70dccd,Other Project 2022_L2100 Activation-Old_184_1662037272892,Mobitel Direct,Other Project 2022,KYGOH1,Gohagoda,8/27/2022,L2100 Activation,L2100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/25/2022,NA,N/A,9/1/2022,N/A,N/A,N/A,Task handed over,,,,Pending,,Pending,,Pending,,Pending,Pending,,,Pending,,,,,,,,,,,,,,,,,0
639b54bf135f56581322c388,637deb3c021304136f70dcd1,Other Project 2022_L2100 Activation-Old_188_1662037272975,Mobitel Direct,Other Project 2022,KYTHE1,Thennekumbura,8/27/2022,L2100 Activation,L2100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/29/2022,NA,N/A,9/1/2022,N/A,N/A,N/A,Task handed over,,,,Pending,,Pending,,Pending,,Pending,Pending,,,Pending,,,,,,,,,,,,,,,,,0
639b54bf135f56581322c39e,637deb3c021304136f70dce7,Other Project 2022_L2100 Activation-Old_210_1662037273431,Mobitel Direct,Other Project 2022,ANANU4,Anuradhapura_4,8/27/2022,L2100 Activation,L2100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10/21/2022,NA,N/A,9/1/2022,N/A,N/A,N/A,Task handed over,,,,Pending,,Pending,,Pending,,Pending,Pending,,,Pending,,,,,,,,,,,,,,,,,0
639b54bf135f56581322c3bd,637deb3c021304136f70dd06,Other Project 2022_Huawei Mis. HO-2022-Old_161_1662182563464,Mobitel Direct,Other Project 2022,KGEGL1,Egalla,8/7/2022,Miscellaneous HO Huawei2022,L2100 G9L85,KGEGL1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11/21/2022,NA,Himantha Rajapaksha,8/12/2022,N/A,NA,DAR E-COM PRIVATE LIMITED ,Task accepted,,,,Installation Pending,,Installation Pending,,Pending,,Pending,Pending,,,Pending,,Chamara Jayasanka,,,,,,,,,,,,,,,0
639b54bf135f56581322c3d3,637debe7021304136f70dd22,Other Project 2022_Tower Enhancement_033_1662449027764,Mobitel Direct,Other Project 2022,MLKAI1,Kaikawala,8/7/2022,Tower Enhancement,GL1800 4th sector,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/13/2022,NA,Prashath Jayawardhane,8/12/2022,N/A,N/A,DAR E-COM PRIVATE LIMITED ,Task accepted,Not Started,,,Completed,11/19/2022,Completed,11/20/2022,Completed,11/24/2022,Approved,Submitted,11/29/2022,,Completed,11/29/2022,Chamara Jayasanka,,,,N/A,N/A,,,,,,,,,,0
639b54bf135f56581322c3d6,637debe7021304136f70dd25,Other Project 2022_Tower Enhancement_036_1662449027810,Mobitel Direct,Other Project 2022,ANHUR1,Hurigaswewa,8/7/2022,Tower Enhancement, L1800 upgrade,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/16/2022,NA,Dumindu Chamikara,8/12/2022,N/A,N/A,L&H engineers,Task rejected,Not Started,,,Completed,8/7/2022,Completed,8/8/2022,Completed,8/12/2022,Pending,Pass,8/17/2022,10/14/2022,Completed,10/15/2022,,,,,,,,,,,,,,,,0
639b54bf135f56581322c3e6,637debe7021304136f70dd35,Other Project 2022_BTS Removal-Old_20_1662450231858,Mobitel Direct,Other Project 2022,ZDEH07,Mt._Laviniya,8/27/2022,BTS Removal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1/1/2023,NA,Himantha Rajapaksha,9/1/2022,N/A,N/A,DAR E-COM PRIVATE LIMITED ,PR Raised,Not Started,,,Completed,11/26/2022,Completed,11/27/2022,Completed,11/28/2022,Pending,SAR Only,,,Completed,12/1/2022,,,,,,,,,,,,,,,,141767
639b54bf135f56581322c3f1,637debe7021304136f70dd40,Other Project 2022_Miscellaneous HO Huawei2022_177_1662717249913,Mobitel Direct,Other Project 2022,COLT14,Lotus Tower Location 2 Lotus tower main entrance ,9/8/2022,Miscellaneous HO Huawei2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1/12/2023,NA,Yomal Kodagoda,9/13/2022,N/A,N/A,L&H engineers,PR Raised,Not Started,,,Completed,9/4/2022,Completed,9/5/2022,Completed,9/9/2022,Pending,Pass,9/14/2022,10/6/2022,Completed,10/7/2022,,,,,,,,,,,,,,,,138661
639b54bf135f56581322c40b,637debe7021304136f70dd5a,Other Project 2022_ZTE 3G Shutdown - Old_007_1663089705505,Mobitel Direct,Other Project 2022,KNDAR1,Dharmapuram,9/1/2022,ZTE 3G Shutdown,Removal only,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2/7/2023,NA,Yomal Kodagoda,9/6/2022,N/A,N/A,L&H engineers,PR Raised,Not Started,,,Completed,9/23/2022,Completed,9/23/2022,Completed,9/23/2022,Approved,SAR Only,,,Completed,9/23/2022,,,,,,,,,,,,,,,,139372
639b54bf135f56581322c410,637debe7021304136f70dd5f,Other Project 2022_ZTE 3G Shutdown - Old_014_1663089705576,Mobitel Direct,Other Project 2022,MLENT1,Elahera New Town,9/1/2022,ZTE 3G Shutdown,Removal only,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2/12/2023,NA,Prashath Jayawardhane,9/6/2022,N/A,N/A,Suvitech Networks Pvt Ltd,Task commenced,,,,Completed,10/1/2022,Completed,10/2/2022,Completed,10/3/2022,PAT Only,SAR Only,,,Completed,10/3/2022,,,,,,N/A,,,,,,,,,,0
639b54bf135f56581322c411,637debe7021304136f70dd60,Other Project 2022_ZTE 3G Shutdown - Old_015_1663089705590,Mobitel Direct,Other Project 2022,MLRAI1,Raithalawa,9/1/2022,ZTE 3G Shutdown,Removal only,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2/13/2023,NA,Prashath Jayawardhane,9/6/2022,N/A,N/A,Suvitech Networks Pvt Ltd,PR Raised,Not Started,,,Completed,9/19/2022,Completed,9/19/2022,Completed,9/19/2022,Approved,SAR Only,,,Completed,9/19/2022,,,,11/29/2022,2.02E+13,N/A,,,,,,,,,,141377
639b54bf135f56581322c283,62e8edd635659d158f2e507d,MLDAM144527,Mobitel Direct,Other Project 2022,MLDAM1,Dambulla,11/27/2021,ZTE IBBE Phase 1,Dual Beam antenna installation for LTE sector,TBC,Pending,123,N/A,Existing,Existing,70,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,Kavinath,8/11/2021,N/A,Yomal Kodagoda,11/29/2021,N/A,N/A,,Site Survey Pending,Installation Pending,Survey,Project,Pending,,Pending,,Pending,,Pending,Pending,,,Pending,,,,,,,,,,,,,,,,,
639b54bf135f56581322c288,62e8edd635659d158f2e5082,TRPUL144527,Mobitel Direct,Other Project 2022,TRPUL1,Pulmoddai,11/27/2021,ZTE IBBE Phase 1,Dual Beam antenna installation for LTE sector,TBC,Pending,123,N/A,Existing,Existing,100,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,Kavinath,8/16/2021,N/A,Himantha Rajapaksha,11/29/2021,N/A,N/A,,Site Survey Pending,Installation Pending,Survey,Project,Pending,,Pending,,Pending,,Pending,Pending,,,Pending,,,,,,,,,,,,,,,,,
639b54bf135f56581322c289,62e8edd635659d158f2e5083,TRPUL344527,Mobitel Direct,Other Project 2022,TRPUL3,Pulmoddai3,11/27/2021,ZTE IBBE Phase 1,Dual Beam antenna installation for LTE sector,TBC,Pending,123,N/A,Existing,Existing,70,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,Kavinath,8/17/2021,N/A,Himantha Rajapaksha,11/29/2021,N/A,N/A,,Site Survey Pending,Installation Pending,Survey,Project,Pending,,Pending,,Pending,,Pending,Pending,,,Pending,,,,,,,,,,,,,,,,,
639b54bf135f56581322c298,62e8edf035659d158f2e5098,KYKUR144527,Mobitel Direct,Other Project 2022,KYKUR1,Kurugama,11/27/2021,ZTE IBBE Phase 1,Dual Beam antenna installation for LTE sector,TBC,Pending,123,N/A,Existing,Existing,80,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,Kavinath,9/1/2021,N/A,Yomal Kodagoda,11/29/2021,N/A,N/A,,Site Survey Pending,Installation Pending,Survey,Project,Pending,,Pending,,Pending,,Pending,Pending,,,Pending,,,,,,,,,,,,,,,,,
639b54bf135f56581322c29a,62e8edf035659d158f2e509a,POBAK244527,Mobitel Direct,Other Project 2022,POBAK2,Bakamuna_2,11/27/2021,ZTE IBBE Phase 1,Dual Beam antenna installation for LTE sector,TBC,Pending,123,N/A,Existing,Existing,30,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,Chamith,9/3/2021,N/A,Himantha Rajapaksha,11/29/2021,N/A,N/A,,Site Survey Pending,Installation Pending,Survey,Project,Pending,,Pending,,Pending,,Pending,Pending,,,Pending,,,,,,,,,,,,,,,,,
639b54bf135f56581322c29c,62e8edf035659d158f2e509c,PTNAV144527,Mobitel Direct,Other Project 2022,PTNAV1,Navagaththegama,11/27/2021,ZTE IBBE Phase 1,Dual Beam antenna installation for LTE sector,TBC,Pending,123,N/A,Existing,Existing,50,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,Rabel,9/5/2021,N/A,Himantha Rajapaksha,11/29/2021,N/A,N/A,,Site Survey Pending,Installation Pending,Survey,Project,Pending,,Pending,,Pending,,Pending,Pending,,,Pending,,,,,,,,,,,,,,,,,
639b54bf135f56581322c2a2,62e8edf035659d158f2e50a2,ANHOR344527,Mobitel Direct,Other Project 2022,ANHOR3,Welimuwapotana,11/27/2021,ZTE IBBE Phase 1,LTE DB conversion ,TBC,Pending,123,N/A,Existing,Existing,70,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,Chamith,9/11/2021,N/A,Yomal Kodagoda,11/29/2021,N/A,N/A,,Site Survey Pending,Installation Pending,Survey,Project,Pending,,Pending,,Pending,,Pending,Pending,,,Pending,,,,,,,,,,,,,,,,,
639b54bf135f56581322c2a4,62e8edf035659d158f2e50a4,ANKDU144527,Mobitel Direct,Other Project 2022,ANKDU1,Kuda_Dutuwewa,11/27/2021,ZTE IBBE Phase 1,LTE DB conversion ,TBC,Pending,123,N/A,Existing,Existing,70,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,Chamith,9/13/2021,N/A,Yomal Kodagoda,11/29/2021,N/A,N/A,,Site Survey Pending,Installation Pending,Survey,Project,Pending,,Pending,,Pending,,Pending,Pending,,,Pending,,,,,,,,,,,,,,,,,
639b54bf135f56581322c2a5,62e8edf035659d158f2e50a5,ANMOR344527,Mobitel Direct,Other Project 2022,ANMOR3,Puliyankadawala,11/27/2021,ZTE IBBE Phase 1,LTE DB conversion ,TBC,Pending,123,N/A,Existing,Existing,80,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,Chamith,9/14/2021,N/A,Yomal Kodagoda,11/29/2021,N/A,N/A,,Site Survey Pending,Installation Pending,Survey,Project,Pending,,Pending,,Pending,,Pending,Pending,,,Pending,,,,,,,,,,,,,,,,,
639b54bf135f56581322c2a6,62e8edf035659d158f2e50a6,ANMSP144527,Mobitel Direct,Other Project 2022,ANMSP1,Mahasenpura,11/27/2021,ZTE IBBE Phase 1,LTE DB conversion ,TBC,Pending,123,N/A,Existing,Existing,60,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,Chamith,9/15/2021,N/A,Yomal Kodagoda,11/29/2021,N/A,N/A,,Site Survey Pending,Installation Pending,Survey,Project,Pending,,Pending,,Pending,,Pending,Pending,,,Pending,,,,,,,,,,,,,,,,,
639b54bf135f56581322c2ab,62e8edf035659d158f2e50ab,BTMAN144527,Mobitel Direct,Other Project 2022,BTMAN1,Mankerny,11/27/2021,ZTE IBBE Phase 1,LTE DB conversion ,TBC,Pending,123,N/A,Existing,Existing,40,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,Kavinath,9/20/2021,N/A,Yomal Kodagoda,11/29/2021,N/A,N/A,,Site Survey Pending,Installation Pending,Survey,Project,Pending,,Pending,,Pending,,Pending,Pending,,,Pending,,,,,,,,,,,,,,,,,
639b54bf135f56581322c2ae,62e8edf035659d158f2e50ae,JFCHK144527,Mobitel Direct,Other Project 2022,JFCHK1,Chundikulam,11/27/2021,ZTE IBBE Phase 1,LTE DB conversion ,TBC,Pending,123,N/A,Existing,Existing,70,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,Chamith,9/23/2021,N/A,Yomal Kodagoda,11/29/2021,N/A,N/A,,Site Survey Pending,Installation Pending,Survey,Project,Pending,,Pending,,Pending,,Pending,Pending,,,Pending,,,,,,,,,,,,,,,,,
639b54bf135f56581322c2bc,62e8edf035659d158f2e50bc,KYHAS344527,Mobitel Direct,Other Project 2022,KYHAS3,Gurulupotha,11/27/2021,ZTE IBBE Phase 1,LTE DB conversion ,TBC,Pending,123,N/A,Existing,Existing,60,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,Kavinath,10/7/2021,N/A,Yomal Kodagoda,11/29/2021,N/A,N/A,,Site Survey Pending,Installation Pending,Survey,Project,Pending,,Pending,,Pending,,Pending,Pending,,,Pending,,,,,,,,,,,,,,,,,
639b54bf135f56581322c2d2,62e8ee1b35659d158f2e50d8,202212003,Mobitel Direct,Other Project 2022,HMWAL2,Walasmulla2,7/7/2022,12. GSM 900 Filters ground IMP,Filter Installation,For All Sectors,Pending,123,N/A,Existing,Existing,Existing,RRU3959a,TBC,TBC,TBC,TBC,TBC,TBC,TBC,Hambantota,Pending,10/29/2021,GSM 900 filter from Mobitel warehouse,Dumindu Chamikara,7/8/2022,N/A,N/A,,Installation Pending,Installation Pending,Implementation,Project,Pending,,Pending,,Pending,,Pending,Pending,,,Pending,,,,,,,,,,,,,,,,,
639b54bf135f56581322c2d4,62e8ee1b35659d158f2e50da,202212005,Mobitel Direct,Other Project 2022,ZWAT07,Mahabage,7/7/2022,12. GSM 900 Filters ground IMP,Filter Installation,For All Sectors,Pending,123,N/A,Existing,Existing,Existing,RRU3959a,TBC,TBC,TBC,TBC,TBC,TBC,TBC,Gampaha,Pending,10/31/2021,GSM 900 filter from Mobitel warehouse,Dumindu Chamikara,7/8/2022,N/A,N/A,,Installation Pending,Installation Pending,Implementation,Project,Pending,,Pending,,Pending,,Pending,Pending,,,Pending,,,,,,,,,,,,,,,,,
639b54bf135f56581322c2fd,62e8ee3835659d158f2e5109,202213011,Mobitel Direct,Other Project 2022,BDKAN1,TBC,7/27/2022,Huawei 3G Shutdown,Huawei 3G Shutdown,N/A,Pending,123,N/A,Existing,Existing,Existing,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,Pending,12/11/2021,N/A,Yomal Kodagoda,8/5/2022,N/A,N/A,,Removal Pending,Removal Pending,Implementation,Project,Completed,11/26/2022,Completed,11/27/2022,Completed,11/28/2022,Pending,SAR Only,,,Completed,12/1/2022,Yomal Kodagoda,,,,,,,,,,,,,,,
639b54bf135f56581322c306,62e8ee3835659d158f2e5112,202213020,Mobitel Direct,Other Project 2022,GLHIN4,TBC,7/27/2022,13. Huawei 3G Shutdown,Huawei 3G Shutdown,N/A,Pending,123,N/A,Existing,Existing,Existing,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,Pending,12/20/2021,N/A,Mohamed Imran,8/5/2022,N/A,N/A,,Removal Pending,Removal Pending,Implementation,Project,Pending,,Installation Pending,,Pending,,Pending,Pending,,,Pending,,Chamara Jayasanka,,,,,,,,,,,,,,,
639b54bf135f56581322c30c,62e8ee3835659d158f2e5118,202213026,Mobitel Direct,Other Project 2022,GLPIL1,TBC,7/27/2022,13. Huawei 3G Shutdown,Huawei 3G Shutdown,N/A,Pending,123,N/A,Existing,Existing,Existing,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,Pending,12/26/2021,N/A,Suranga Gunawardhana,8/5/2022,N/A,N/A,,Removal Pending,Removal Pending,Implementation,Project,Installation Pending,,Installation Pending,,Pending,,Pending,Pending,,,Pending,,Suranga Gunawardhana,,,,,,,,,,,,,,,
639b54bf135f56581322c30e,62e8ee3835659d158f2e511a,202213028,Mobitel Direct,Other Project 2022,GMALA3,TBC,7/27/2022,Huawei 3G Shutdown,Huawei 3G Shutdown,N/A,Pending,123,N/A,Existing,Existing,Existing,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,Pending,12/28/2021,N/A,Dumindu Chamikara,8/5/2022,N/A,N/A,,Removal Pending,Removal Pending,Implementation,Project,Completed,8/13/2022,Completed,8/14/2022,Completed,8/15/2022,Pending,SAR Only,,,Completed,8/18/2022,Suranga Gunawardhana,,,,,,,,,,,,,,,
639b54bf135f56581322c328,62e8ee5235659d158f2e513a,202213054,Mobitel Direct,Other Project 2022,KYDOL1,TBC,7/27/2022,Huawei 3G Shutdown,Huawei 3G Shutdown,N/A,Pending,123,N/A,Existing,Existing,Existing,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,Pending,1/23/2022,N/A,Shehan Perera,8/5/2022,N/A,N/A,,Removal Pending,Removal Pending,Implementation,Project,Completed,10/5/2022,Completed,10/6/2022,Completed,10/7/2022,Pending,SAR Only,,,Completed,10/10/2022,Shehan Perera,,,,,,,,,,,,,,,
639b54bf135f56581322c332,62e8ee5235659d158f2e5144,202213064,Mobitel Direct,Other Project 2022,PTBOL1,TBC,7/27/2022,Huawei 3G Shutdown,Huawei 3G Shutdown,N/A,Pending,123,N/A,Existing,Existing,Existing,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,Pending,2/2/2022,N/A,Shehan Perera,8/5/2022,N/A,N/A,,Removal Pending,Removal Pending,Implementation,Project,Completed,9/12/2022,Completed,9/13/2022,Completed,9/14/2022,Pending,SAR Only,,,Completed,9/17/2022,Shehan Perera,,,,,,,,,,,,,,,
