_id,Planning_ID,Implementation_By,Project,Site_ID,Site_Name,HO_Date,Scope,New_RAT,New_Sector,Approval_Status,Approval_Ref,IMP_Scenario,blank1,blank2,blank3,Tilt,Azimuth,Antenna_Height,New_RRU_Type,RRU_From,New_BTS_Type,BTS_From,New_Antenna_Type,Antenna_From,Cards_Type_n_From,Battery_count_n_From,Mobitel_Region,Planning_Engineer,On_Air_Target,Planning_Comments,Site_Engineer,Assigned_Date,Special_Tag,Coordinator_Comments,Sub_Contractor,Sub_Contractor_Remarks,Site_Status,Dependency,Responsible,Mobilization_Status,Mobilized_Date,Installation_Status,Installation_Date,Commissioning_Status,Commisioned_Date,SAR_Status,PAT_Status,PAT_Pass_Date,On_Air_Status,On_Air_Date,__v,createdAt,updatedAt,AWR_1,AWR_2,AWR_3,Approval_Received_Date,BOI_Approved,Balance_Material_Returned_Date,COW_Approved,COW_Number,COW_Submitted,CPL_Approved,CPL_Number,CPL_Submitted,Capitalization_Status,Capitalized_Date,Check_List_Submitted,Check_List_Verified,Civil_PAT_Date,Dependencies_On_Air_Target,ETA,FAC_Approved,FAC_Number,FAC_Submitted,Finance_Remarks,HO_Modification,HO_Modified_Date,ICL_Approved,IMP_PO_Issued,IMP_PO_Number,IMP_PR_Approved_Date,IMP_PR_Number,IMP_PR_Raised,IMP_PR_Submitted,Logistics_Remarks,MCW_Completed_Date,MCW_Requested_Date,Material_Reconciled,PAC_Invoice_Approved,PAC_Invoice_Number,PAC_Invoice_Submitted,PAT_Reference,PAT_Submitted,PI_Approved_ENG,PI_Number,PI_Submitted,PO_Closed_Date,PO_Status,Payment_Confirmed,Payment_Method,Port_Clearance,Power_Connected_Date,Received_To_Port,SAQ_Clearance_Date,SAR_Date,SAR_Reference,Supply_BOQ_Approved,Supply_BOQ_Submitted,Supply_PO_Issued,Supply_PO_Number,Supply_PR_Approved_Date,Supply_PR_Number,Supply_PR_Raise,Supply_PR_Status,Supply_PR_Submitted,TRC_Approved,TSSR_Approved_Date,TSSR_Referance,TSSR_Submitted_Date,TX_Connected_Date,currentUser
62e91059092ec9454c92a17b,202209022,Mobitel Direct,Other Project 2022,GMEMB1,Embaraluwa,2022-01-18,9.Card Removal,Card Removal,TBC,N/A,123,TBC,N/A,N/A,N/A,Existing,Existing,60,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,Yasitha,2020-07-19,N/A,Mohamed Imran,2022-01-19,N/A,N/A,N/A,N/A,SAR Approved,N/A,N/A,Completed,2022-01-24,Completed,2022-01-26,Completed,2022-01-24,Approved,Pending,,Completed,2022-01-24,0,2022-08-02T11:54:01.737Z,2022-08-02T11:54:01.737Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-25,,,,,,,,,,,,,,,,
62e91059092ec9454c92a19a,202209053,Mobitel Direct,Other Project 2022,ZMAH18,Piriwena_Junction,2022-01-18,9.Card Removal,Card Removal,TBC,N/A,123,TBC,N/A,N/A,N/A,Existing,Existing,18,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,Yasitha,2020-08-19,N/A,Mohamed Imran,2022-01-19,N/A,N/A,N/A,Extention License Issues,To be Withdrawn,License,Planning,Completed,2022-02-18,Completed,2022-02-20,Completed,2022-02-18,Pending,Pending,,Completed,2022-02-18,0,2022-08-02T11:54:01.741Z,2022-08-02T11:54:01.741Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62e91059092ec9454c92a198,202209051,Mobitel Direct,Other Project 2022,ZKDU16,SLIIT,2022-01-18,9.Card Removal,Card Removal,TBC,N/A,123,TBC,N/A,N/A,N/A,Existing,Existing,18,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,Yasitha,2020-08-17,N/A,Indika Shantha,2022-01-19,N/A,N/A,N/A,SAR Approval Pendnig,Removal Completed / SAR Approval Pending,Approval,Operation,Completed,2022-01-31,Completed,2022-02-02,Completed,2022-01-31,Pending,Pending,,Pending,,0,2022-08-02T11:54:01.741Z,2022-08-02T11:54:01.741Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62e91059092ec9454c92a18f,202209042,Mobitel Direct,Other Project 2022,GMRAD1,Raddolugama,2022-01-18,9.Card Removal,Card Removal,TBC,N/A,123,TBC,N/A,N/A,N/A,Existing,Existing,21,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,Yasitha,2020-08-08,N/A,Himantha Rajapaksha,2022-01-19,N/A,N/A,N/A,N/A,SAR Approved,N/A,N/A,Completed,2022-01-23,Completed,2022-01-25,Completed,2022-01-23,Approved,Pending,,Completed,2022-01-23,0,2022-08-02T11:54:01.740Z,2022-08-02T11:54:01.740Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-26,,,,,,,,,,,,,,,,
62e91059092ec9454c92a17c,202209023,Mobitel Direct,Other Project 2022,GMKDR1,Kadirana,2022-01-18,9.Card Removal,Card Removal,TBC,N/A,123,TBC,N/A,N/A,N/A,Existing,Existing,60,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,Yasitha,2020-07-20,N/A,Mohamed Imran,2022-01-19,N/A,N/A,N/A,N/A,SAR Approved,N/A,N/A,Completed,2022-01-24,Completed,2022-01-26,Completed,2022-01-24,Approved,Pending,,Completed,2022-01-24,0,2022-08-02T11:54:01.737Z,2022-08-02T11:54:01.737Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-26,,,,,,,,,,,,,,,,
62e91059092ec9454c92a189,202209036,Mobitel Direct,Other Project 2022,ZDEH02,Arpico	_Dehiwela,2022-01-18,9.Card Removal,Card Removal,TBC,N/A,123,TBC,N/A,N/A,N/A,Existing,Existing,18,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,Yasitha,2020-08-02,N/A,Mohamed Imran,2022-01-19,N/A,N/A,N/A,N/A,SAR Approved,N/A,N/A,Completed,2022-01-20,Completed,2022-01-22,Completed,2022-01-20,Approved,Pending,,Completed,2022-01-20,0,2022-08-02T11:54:01.739Z,2022-08-02T11:54:01.739Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-22,,,,,,,,,,,,,,,,
62e91059092ec9454c92a18a,202209037,Mobitel Direct,Other Project 2022,ZKDU37,Bomiriya_3,2022-01-18,9.Card Removal,Card Removal,TBC,N/A,123,TBC,N/A,N/A,N/A,Existing,Existing,50,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,Yasitha,2020-08-03,N/A,Mohamed Imran,2022-01-19,N/A,N/A,N/A,N/A,SAR Approved,N/A,N/A,Completed,2022-02-18,Completed,2022-02-20,Completed,2022-02-18,Approved,Pending,,Pending,,0,2022-08-02T11:54:01.739Z,2022-08-02T11:54:01.739Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-02-21,,,,,,,,,,,,,,,,
62e91059092ec9454c92a1a2,202209061,Mobitel Direct,Other Project 2022,COL008,Rosmead_Place,2022-03-04,9.Card Removal,Card Removal,TBC,N/A,123,TBC,N/A,N/A,N/A,Existing,Existing,12,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,Induwara,2020-08-27,N/A,Himantha Rajapaksha,2022-03-05,VIP Capacity Upgrade,N/A,N/A,Extention License Issues,To be Withdrawn,License,Planning,Pending,,Pending,,Pending,,Pending,Pending,,Pending,,0,2022-08-02T11:54:01.742Z,2022-08-02T11:54:01.742Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62e91059092ec9454c92a17a,202209021,Mobitel Direct,Other Project 2022,CBKAH1,Kahawala,2022-01-18,9.Card Removal,Card Removal,TBC,Withdrawn,123,TBC,N/A,N/A,N/A,Existing,Existing,70,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,Yasitha,2020-07-18,N/A,Indika Shantha,2022-01-19,N/A,N/A,N/A,Withdrawn from Planning,Withdrawn,N/A,N/A,Pending,,Pending,,Pending,,Pending,Pending,,Pending,,0,2022-08-02T11:54:01.737Z,2022-08-02T11:54:01.737Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62e91059092ec9454c92a193,202209046,Mobitel Direct,Other Project 2022,ZNUG11,Talapathpitiya_Suntel,2022-01-18,9.Card Removal,Card Removal,TBC,N/A,123,TBC,N/A,N/A,N/A,Existing,Existing,35,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,Yasitha,2020-08-12,N/A,Mohamed Imran,2022-01-19,N/A,N/A,N/A,N/A,SAR Approved,N/A,N/A,Completed,2022-02-22,Completed,2022-02-24,Completed,2022-02-22,Approved,Pending,,Completed,2022-02-22,0,2022-08-02T11:54:01.740Z,2022-08-02T11:54:01.740Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-03-08,,,,,,,,,,,,,,,,
62e91059092ec9454c92a19b,202209054,Mobitel Direct,Other Project 2022,ZKDU34,Bomiriya,2022-01-18,9.Card Removal,Card Removal,TBC,N/A,123,TBC,N/A,N/A,N/A,Existing,Existing,50,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,Yasitha,2020-08-20,N/A,Amilanath Bambaradeniya,2022-01-19,N/A,N/A,N/A,SAR Approval Pendnig,Removal Completed / SAR Approval Pending,Approval,Operation,Completed,2022-01-18,Completed,2022-01-20,Completed,2022-01-18,Pending,Pending,,Pending,,0,2022-08-02T11:54:01.742Z,2022-08-02T11:54:01.742Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62e91059092ec9454c92a1a5,202209064,Mobitel Direct,Other Project 2022,COL043,Kirulapone,2022-03-04,9.Card Removal,Card Removal,TBC,N/A,123,TBC,N/A,N/A,N/A,Existing,Existing,13,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,Induwara,2020-08-30,N/A,Himantha Rajapaksha,2022-03-05,VIP Capacity Upgrade,N/A,N/A,N/A,SAR Approved,N/A,N/A,Completed,2022-03-23,Completed,2022-03-25,Completed,2022-03-23,Approved,Pending,,Completed,2022-03-23,0,2022-08-02T11:54:01.743Z,2022-08-02T11:54:01.743Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-03-28,,,,,,,,,,,,,,,,
62e91059092ec9454c92a180,202209027,Mobitel Direct,Other Project 2022,KGMAD1,Madola,2022-01-18,9.Card Removal,Card Removal,TBC,Withdrawn,123,TBC,N/A,N/A,N/A,Existing,Existing,40,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,Yasitha,2020-07-24,N/A,Amilanath Bambaradeniya,2022-01-19,N/A,N/A,N/A,Withdrawn from Planning,Withdrawn,Approval,Planning,Pending,,Pending,,Pending,,Pending,Pending,,Pending,,0,2022-08-02T11:54:01.738Z,2022-08-02T11:54:01.738Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62e91059092ec9454c92a1a0,202209059,Mobitel Direct,Other Project 2022,ZNUG12,Madiwela,2022-01-18,9.Card Removal,Card Removal,TBC,N/A,123,TBC,N/A,N/A,N/A,Existing,Existing,35,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,Yasitha,2020-08-25,N/A,Amilanath Bambaradeniya,2022-01-19,N/A,N/A,N/A,SAR Approval Pendnig,Removal Completed / SAR Approval Pending,Approval,Operation,Completed,2022-01-20,Completed,2022-01-22,Completed,2022-01-20,Pending,Pending,,Pending,,0,2022-08-02T11:54:01.742Z,2022-08-02T11:54:01.742Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62e91059092ec9454c92a18c,202209039,Mobitel Direct,Other Project 2022,ZDEH01,Dehiwala,2022-01-18,9.Card Removal,Card Removal,TBC,N/A,123,TBC,N/A,N/A,N/A,Existing,Existing,18,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,Yasitha,2020-08-05,N/A,Indika Shantha,2022-01-19,N/A,N/A,N/A,SAR Approval Pendnig,Removal Completed / SAR Approval Pending,Approval,Operation,Completed,2022-01-31,Completed,2022-02-02,Completed,2022-01-31,Pending,Pending,,Pending,,0,2022-08-02T11:54:01.739Z,2022-08-02T11:54:01.739Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62e91059092ec9454c92a190,202209043,Mobitel Direct,Other Project 2022,KLKES2,Keselwatte_2,2022-01-18,9.Card Removal,Card Removal,TBC,N/A,123,TBC,N/A,N/A,N/A,Existing,Existing,18,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,Yasitha,2020-08-09,N/A,Himantha Rajapaksha,2022-01-19,N/A,N/A,N/A,N/A,SAR Approved,N/A,N/A,Completed,2022-01-25,Completed,2022-01-27,Completed,2022-01-25,Approved,Pending,,Completed,2022-01-25,0,2022-08-02T11:54:01.740Z,2022-08-02T11:54:01.740Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-30,,,,,,,,,,,,,,,,
62e91059092ec9454c92a196,202209049,Mobitel Direct,Other Project 2022,ZDEH19,Woodland	_Pepiliyana,2022-01-18,9.Card Removal,Card Removal,TBC,N/A,123,TBC,N/A,N/A,N/A,Existing,Existing,18,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,Yasitha,2020-08-15,N/A,Mohamed Imran,2022-01-19,N/A,N/A,N/A,N/A,SAR Approved,N/A,N/A,Completed,2022-01-20,Completed,2022-01-22,Completed,2022-01-20,Approved,Pending,,Completed,2022-01-20,0,2022-08-02T11:54:01.741Z,2022-08-02T11:54:01.741Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-22,,,,,,,,,,,,,,,,
62e91059092ec9454c92a19f,202209058,Mobitel Direct,Other Project 2022,ZNUG33,Pitakotte,2022-01-18,9.Card Removal,Card Removal,TBC,N/A,123,TBC,N/A,N/A,N/A,Existing,Existing,21,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,Yasitha,2020-08-24,N/A,Amilanath Bambaradeniya,2022-01-19,N/A,N/A,N/A,SAR Approval Pendnig,Removal Completed / SAR Approval Pending,Approval,Operation,Completed,2022-01-20,Completed,2022-01-22,Completed,2022-01-20,Pending,Pending,,Pending,,0,2022-08-02T11:54:01.742Z,2022-08-02T11:54:01.742Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62e91059092ec9454c92a1a7,202209066,Mobitel Direct,Other Project 2022,COL071,Kotahena_Church	_Colombo_13,2022-03-04,9.Card Removal,Card Removal,TBC,N/A,123,TBC,N/A,N/A,N/A,Existing,Existing,18,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,Induwara,2020-09-01,N/A,Himantha Rajapaksha,2022-03-05,VIP Capacity Upgrade,N/A,N/A,Extention License Issues,To be Withdrawn,License,Planning,Pending,,Pending,,Pending,,Pending,Pending,,Pending,,0,2022-08-02T11:54:01.744Z,2022-08-02T11:54:01.744Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62e91059092ec9454c92a199,202209052,Mobitel Direct,Other Project 2022,ZMAH09,Pannipitiya,2022-01-18,9.Card Removal,Card Removal,TBC,N/A,123,TBC,N/A,N/A,N/A,Existing,Existing,45,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,Yasitha,2020-08-18,N/A,Amilanath Bambaradeniya,2022-01-19,N/A,N/A,N/A,SAR Approval Pendnig,Removal Completed / SAR Approval Pending,Approval,Operation,Completed,2022-01-28,Completed,2022-01-30,Completed,2022-01-28,Pending,Pending,,Pending,,0,2022-08-02T11:54:01.741Z,2022-08-02T11:54:01.741Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62e91059092ec9454c92a183,202209030,Mobitel Direct,Other Project 2022,GMBAT2,Bulugahagoda,2022-01-18,9.Card Removal,Card Removal,TBC,N/A,123,TBC,N/A,N/A,N/A,Existing,Existing,60,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,Yasitha,2020-07-27,N/A,Suranga Gunawardhana,2022-01-19,N/A,N/A,N/A,N/A,SAR Approved,N/A,N/A,Completed,2022-01-29,Completed,2022-01-31,Completed,2022-01-29,Approved,Pending,,Completed,2022-01-29,0,2022-08-02T11:54:01.738Z,2022-08-02T11:54:01.738Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-02-01,,,,,,,,,,,,,,,,
62e91059092ec9454c92a1a8,202209067,Mobitel Direct,Other Project 2022,COL099,Bambalapitiya,2022-03-04,9.Card Removal,Card Removal,TBC,N/A,123,TBC,N/A,N/A,N/A,Existing,Existing,14,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,Induwara,2020-09-02,N/A,Himantha Rajapaksha,2022-03-05,VIP Capacity Upgrade,N/A,N/A,N/A,SAR Approved,N/A,N/A,Completed,2022-03-20,Completed,2022-03-22,Completed,2022-03-20,Approved,Pending,,Completed,2022-03-20,0,2022-08-02T11:54:01.744Z,2022-08-02T11:54:01.744Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-03-20,,,,,,,,,,,,,,,,
62e91059092ec9454c92a19e,202209057,Mobitel Direct,Other Project 2022,ZNUG30,Beddagana,2022-01-18,9.Card Removal,Card Removal,TBC,N/A,123,TBC,N/A,N/A,N/A,Existing,Existing,15,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,Yasitha,2020-08-23,N/A,Amilanath Bambaradeniya,2022-01-19,N/A,N/A,N/A,SAR Approval Pendnig,Removal Completed / SAR Approval Pending,Approval,Operation,Completed,2022-01-20,Completed,2022-01-22,Completed,2022-01-20,Pending,Pending,,Pending,,0,2022-08-02T11:54:01.742Z,2022-08-02T11:54:01.742Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62e91059092ec9454c92a1a3,202209062,Mobitel Direct,Other Project 2022,COL012,Bloomfield_Club	_Colombo_7,2022-03-04,9.Card Removal,Card Removal,TBC,N/A,123,TBC,N/A,N/A,N/A,Existing,Existing,30,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,Induwara,2020-08-28,N/A,Himantha Rajapaksha,2022-03-05,VIP Capacity Upgrade,N/A,N/A,N/A,SAR Approved,N/A,N/A,Completed,2022-03-21,Completed,2022-03-23,Completed,2022-03-21,Approved,Pending,,Completed,2022-03-21,0,2022-08-02T11:54:01.743Z,2022-08-02T11:54:01.743Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-03-28,,,,,,,,,,,,,,,,
62e91059092ec9454c92a17f,202209026,Mobitel Direct,Other Project 2022,GMPOR1,Poruthota,2022-01-18,9.Card Removal,Card Removal,TBC,N/A,123,TBC,N/A,N/A,N/A,Existing,Existing,50,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,Yasitha,2020-07-23,N/A,Himantha Rajapaksha,2022-01-19,N/A,N/A,N/A,Extention License Issues,To be Withdrawn,License,Planning,Pending,,Pending,,Pending,,Pending,Pending,,Pending,,0,2022-08-02T11:54:01.738Z,2022-08-02T11:54:01.738Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62e91059092ec9454c92a185,202209032,Mobitel Direct,Other Project 2022,KUHRW1,Hiruwalpola,2022-01-18,9.Card Removal,Card Removal,TBC,Withdrawn,123,TBC,N/A,N/A,N/A,Existing,Existing,0,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,Yasitha,2020-07-29,N/A,Amilanath Bambaradeniya,2022-01-19,N/A,N/A,N/A,Withdrawn from Planning,Withdrawn,Approval,Planning,Pending,,Pending,,Pending,,Pending,Pending,,Pending,,0,2022-08-02T11:54:01.739Z,2022-08-02T11:54:01.739Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62e91059092ec9454c92a17d,202209024,Mobitel Direct,Other Project 2022,GMMIN1,Minuwangoda,2022-01-18,9.Card Removal,Card Removal,TBC,N/A,123,TBC,N/A,N/A,N/A,Existing,Existing,45,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,Yasitha,2020-07-21,N/A,Mohamed Imran,2022-01-19,N/A,N/A,N/A,N/A,SAR Approved,N/A,N/A,Completed,2022-01-24,Completed,2022-01-26,Completed,2022-01-24,Approved,Pending,,Completed,2022-01-24,0,2022-08-02T11:54:01.738Z,2022-08-02T11:54:01.738Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-26,,,,,,,,,,,,,,,,
62e91059092ec9454c92a182,202209029,Mobitel Direct,Other Project 2022,KLMHB2,Alubomulla2,2022-01-18,9.Card Removal,Card Removal,TBC,N/A,123,TBC,N/A,N/A,N/A,Existing,Existing,40,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,Yasitha,2020-07-26,N/A,Himantha Rajapaksha,2022-01-19,N/A,N/A,N/A,N/A,SAR Approved,N/A,N/A,Completed,2022-02-02,Completed,2022-02-04,Completed,2022-02-02,Approved,Pending,,Completed,2022-02-02,0,2022-08-02T11:54:01.738Z,2022-08-02T11:54:01.738Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-02-11,,,,,,,,,,,,,,,,
62e91059092ec9454c92a18b,202209038,Mobitel Direct,Other Project 2022,GMAIR1,Airport_SLT,2022-01-18,9.Card Removal,Card Removal,TBC,N/A,123,TBC,N/A,N/A,N/A,Existing,Existing,53,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,Yasitha,2020-08-04,N/A,Himantha Rajapaksha,2022-01-19,N/A,N/A,N/A,N/A,SAR Approved,N/A,N/A,Completed,2022-01-23,Completed,2022-01-25,Completed,2022-01-23,Approved,Pending,,Completed,2022-01-23,0,2022-08-02T11:54:01.739Z,2022-08-02T11:54:01.739Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-26,,,,,,,,,,,,,,,,
62e91059092ec9454c92a192,202209045,Mobitel Direct,Other Project 2022,KLWEL1,Welmilla,2022-01-18,9.Card Removal,Card Removal,TBC,N/A,123,TBC,N/A,N/A,N/A,Existing,Existing,60,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,Yasitha,2020-08-11,N/A,Himantha Rajapaksha,2022-01-19,N/A,N/A,N/A,N/A,SAR Approved,N/A,N/A,Completed,2022-02-03,Completed,2022-02-05,Completed,2022-02-03,Approved,Pending,,Completed,2022-02-03,0,2022-08-02T11:54:01.740Z,2022-08-02T11:54:01.740Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-02-11,,,,,,,,,,,,,,,,
62e91059092ec9454c92a19d,202209056,Mobitel Direct,Other Project 2022,ZNUG25,Mirihana,2022-01-18,9.Card Removal,Card Removal,TBC,N/A,123,TBC,N/A,N/A,N/A,Existing,Existing,15,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,Yasitha,2020-08-22,N/A,Mohamed Imran,2022-01-19,N/A,N/A,N/A,Extention License Issues,To be Withdrawn,License,Planning,Completed,2022-02-18,Completed,2022-02-20,Completed,2022-02-18,Pending,Pending,,Completed,2022-02-18,0,2022-08-02T11:54:01.742Z,2022-08-02T11:54:01.742Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62e91059092ec9454c92a1a1,202209060,Mobitel Direct,Other Project 2022,COL002,Mihindu_Mw,2022-03-04,9.Card Removal,Card Removal,TBC,N/A,123,TBC,N/A,N/A,N/A,Existing,Existing,14.1,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,Induwara,2020-08-26,N/A,Himantha Rajapaksha,2022-03-05,VIP Capacity Upgrade,N/A,N/A,Extention License Issues,To be Withdrawn,License,Planning,Pending,,Pending,,Pending,,Pending,Pending,,Pending,,0,2022-08-02T11:54:01.742Z,2022-08-02T11:54:01.742Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62e91059092ec9454c92a17e,202209025,Mobitel Direct,Other Project 2022,GMPLP1,Palliyapitiya,2022-01-18,9.Card Removal,Card Removal,TBC,N/A,123,TBC,N/A,N/A,N/A,Existing,Existing,60,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,Yasitha,2020-07-22,N/A,Mohamed Imran,2022-01-19,N/A,N/A,N/A,N/A,SAR Approved,N/A,N/A,Completed,2022-01-24,Completed,2022-01-26,Completed,2022-01-24,Approved,Pending,,Completed,2022-01-24,0,2022-08-02T11:54:01.738Z,2022-08-02T11:54:01.738Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-02-22,,,,,,,,,,,,,,,,
62e91059092ec9454c92a18e,202209041,Mobitel Direct,Other Project 2022,ZDEH04,Nadimala,2022-01-18,9.Card Removal,Card Removal,TBC,N/A,123,TBC,N/A,N/A,N/A,Existing,Existing,27,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,Yasitha,2020-08-07,N/A,Mohamed Imran,2022-01-19,N/A,N/A,N/A,N/A,SAR Approved,N/A,N/A,Completed,2022-01-20,Completed,2022-01-22,Completed,2022-01-20,Approved,Pending,,Completed,2022-01-20,0,2022-08-02T11:54:01.740Z,2022-08-02T11:54:01.740Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-01-21,,,,,,,,,,,,,,,,
