_id,Planning_ID,Implementation_By,Project,Site_ID,Site_Name,HO_Date,Scope,New_RAT,New_Sector,Approval_Status,Approval_Ref,IMP_Scenario,blank1,blank2,blank3,Tilt,Azimuth,Antenna_Height,New_RRU_Type,RRU_From,New_BTS_Type,BTS_From,New_Antenna_Type,Antenna_From,Cards_Type_n_From,Battery_count_n_From,Mobitel_Region,Planning_Engineer,On_Air_Target,Planning_Comments,Site_Engineer,Assigned_Date,Special_Tag,Coordinator_Comments,Sub_Contractor,Sub_Contractor_Remarks,Site_Status,Dependency,Responsible,Mobilization_Status,Mobilized_Date,Installation_Status,Installation_Date,Commissioning_Status,Commisioned_Date,SAR_Status,PAT_Status,PAT_Pass_Date,On_Air_Status,On_Air_Date,__v,createdAt,updatedAt,AWR_1,AWR_2,AWR_3,Approval_Received_Date,BOI_Approved,Balance_Material_Returned_Date,COW_Approved,COW_Number,COW_Submitted,CPL_Approved,CPL_Number,CPL_Submitted,Capitalization_Status,Capitalized_Date,Check_List_Submitted,Check_List_Verified,Civil_PAT_Date,Dependencies_On_Air_Target,ETA,FAC_Approved,FAC_Number,FAC_Submitted,Finance_Remarks,HO_Modification,HO_Modified_Date,ICL_Approved,IMP_PO_Issued,IMP_PO_Number,IMP_PR_Approved_Date,IMP_PR_Number,IMP_PR_Raised,IMP_PR_Submitted,Logistics_Remarks,MCW_Completed_Date,MCW_Requested_Date,Material_Reconciled,PAC_Invoice_Approved,PAC_Invoice_Number,PAC_Invoice_Submitted,PAT_Reference,PAT_Submitted,PI_Approved_ENG,PI_Number,PI_Submitted,PO_Closed_Date,PO_Status,Payment_Confirmed,Payment_Method,Port_Clearance,Power_Connected_Date,Received_To_Port,SAQ_Clearance_Date,SAR_Date,SAR_Reference,Supply_BOQ_Approved,Supply_BOQ_Submitted,Supply_PO_Issued,Supply_PO_Number,Supply_PR_Approved_Date,Supply_PR_Number,Supply_PR_Raise,Supply_PR_Status,Supply_PR_Submitted,TRC_Approved,TSSR_Approved_Date,TSSR_Referance,TSSR_Submitted_Date,TX_Connected_Date,currentUser
62e910cc092ec9454c92a26e,202207025,Mobitel Direct,Other Project 2022,ZHOM10,Nawagamuwa,2022-01-18,7.L2100 Activation,BBU Merge + BB Card Add,TBC,N/A,123,TBC,N/A,N/A,N/A,Existing,Existing,60,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,Nuwan W,2021-02-27,N/A,Suranga Gunawardhana,2022-01-19,N/A,N/A,L & H,N/A,SAR Approved,N/A,N/A,Completed,2022-05-18,Completed,2022-05-20,Completed,2022-05-18,Approved,Pending,,Completed,2022-05-18,0,2022-08-02T11:55:57.018Z,2022-08-02T11:55:57.018Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-05-29,,,,,,,,,,,,,,,,
62e910cc092ec9454c92a270,202207027,Mobitel Direct,Other Project 2022,ZJAL09,Batagama_North,2022-01-18,7.L2100 Activation,BBU Merge + BB Card Add,TBC,N/A,123,TBC,N/A,N/A,N/A,Existing,Existing,60,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,Nuwan W,2021-03-01,N/A,Suranga Gunawardhana,2022-01-19,N/A,N/A,N/A,Lack of  e3 cell extension licence,Withdrawn,Approval ,Planning,Pending,,Pending,,Pending,,Rejected,Pending,,Pending,,0,2022-08-02T11:55:57.018Z,2022-08-02T11:55:57.018Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62e910cc092ec9454c92a27e,202207041,Mobitel Direct,Other Project 2022,ZKEL18,Pattiya_Junction,2022-01-18,7.L2100 Activation,BBU Merge + BB Card Add,TBC,N/A,123,TBC,N/A,N/A,N/A,Existing,Existing,13,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,Nuwan W,2021-03-15,N/A,Indika Shantha,2022-01-19,N/A,N/A,L & H,N/A,PAT Pass / On Air,N/A,N/A,Completed,2022-03-01,Completed,2022-03-03,Completed,2022-03-01,Pending,Pending,,Pending,,0,2022-08-02T11:55:57.022Z,2022-08-02T11:55:57.022Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62e910cc092ec9454c92a286,202207049,Mobitel Direct,Other Project 2022,ZHOM38,Brahmanagama,2022-01-18,7.L2100 Activation,BBU Merge + BB Card Add,TBC,N/A,123,TBC,N/A,N/A,N/A,Existing,Existing,60,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,Nuwan W,2021-03-23,N/A,Suranga Gunawardhana,2022-01-19,N/A,N/A,L & H,N/A,SAR Approved,N/A,N/A,Completed,2022-05-14,Completed,2022-05-16,Completed,2022-05-14,Approved,Pass,2022-05-29,Completed,2022-05-14,0,2022-08-02T11:55:57.028Z,2022-08-02T11:55:57.028Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-05-29,,,,,,,,,,,,,,,,
62e910cc092ec9454c92a265,202207016,Mobitel Direct,Other Project 2022,ZBIY12,Koholwila,2022-01-18,7.L2100 Activation,BBU Merge + BB Card Add,TBC,N/A,123,TBC,N/A,N/A,N/A,Existing,Existing,40,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,Nuwan W,2021-02-18,N/A,Indika Shantha,2022-01-19,N/A,N/A,L & H,N/A,PAT Pass / On Air,N/A,N/A,Completed,2022-02-14,Completed,2022-02-16,Completed,2022-02-14,Pending,Pending,,Pending,,0,2022-08-02T11:55:57.016Z,2022-08-02T11:55:57.016Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62e910cc092ec9454c92a25c,202207007,Mobitel Direct,Other Project 2022,ZBAT03,Malabe(Koswatta),2022-01-18,7.L2100 Activation,BBU Merge + BB Card Add,TBC,N/A,123,TBC,N/A,N/A,N/A,Existing,Existing,27,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,Nuwan W,2021-02-09,N/A,Suranga Gunawardhana,2022-01-19,N/A,N/A,N/A,Lack of  e3 cell extension licence,Withdrawn,Approval ,Planning,Pending,,Pending,,Pending,,Pending,Pending,,Pending,,0,2022-08-02T11:55:57.014Z,2022-08-02T11:55:57.014Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62e910cc092ec9454c92a275,202207032,Mobitel Direct,Other Project 2022,ZKAD08,Welipillawa,2022-01-18,7.L2100 Activation,BBU Merge + BB Card Add,TBC,N/A,123,TBC,N/A,N/A,N/A,Existing,Existing,60,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,Nuwan W,2021-03-06,N/A,Suranga Gunawardhana,2022-01-19,N/A,N/A,N/A,Installation Pending,Installation Pending,Implementation,Project,Pending,,Pending,,Pending,,Pending,Pending,,Pending,,0,2022-08-02T11:55:57.019Z,2022-08-02T11:55:57.019Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62e910cc092ec9454c92a27d,202207040,Mobitel Direct,Other Project 2022,ZKEL16,Dalugama,2022-01-18,7.L2100 Activation,BBU Merge + BB Card Add,TBC,N/A,123,TBC,N/A,N/A,N/A,Existing,Existing,18,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,Nuwan W,2021-03-14,N/A,Indika Shantha,2022-01-19,N/A,N/A,L & H,PAT Approval Pending,Commissioned / PAT Approval Pending,Approval ,Operation,Completed,2022-04-21,Completed,2022-04-23,Completed,2022-04-21,Pending,Pending,,Pending,,0,2022-08-02T11:55:57.022Z,2022-08-02T11:55:57.022Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62e910cc092ec9454c92a282,202207045,Mobitel Direct,Other Project 2022,ZWAT18,Welisara,2022-01-18,7.L2100 Activation,BBU Merge + BB Card Add,TBC,N/A,123,TBC,N/A,N/A,N/A,Existing,Existing,27,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,Nuwan W,2021-03-19,N/A,Suranga Gunawardhana,2022-01-19,N/A,N/A,N/A,Lack of  e3 cell extension licence,Withdrawn,Approval ,Planning,Pending,,Pending,,Pending,,Pending,Pending,,Pending,,0,2022-08-02T11:55:57.026Z,2022-08-02T11:55:57.026Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62e910e7092ec9454c92a29b,202207065,Mobitel Direct,Other Project 2022,ZMAH19,Rukmalgama,2022-01-18,7.L2100 Activation,BBU Merge ,TBC,N/A,123,TBC,N/A,N/A,N/A,Existing,Existing,60,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,Nuwan W,2021-04-08,N/A,Yomal Kodagoda,2022-01-19,N/A,N/A,,Lack of  e3 cell extension licence,Withdrawn,Approval ,Planning,Pending,,Pending,,Pending,,Pending,Pending,,Pending,,0,2022-08-02T11:56:23.496Z,2022-08-02T11:56:23.496Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62e910e7092ec9454c92a2ad,202207083,Mobitel Direct,Other Project 2022,GMWER1,Werellawatta,2022-01-18,7.L2100 Activation,BBU Merge ,TBC,N/A,123,TBC,N/A,N/A,N/A,Existing,Existing,40,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,Nuwan W,2021-04-26,N/A,Dumindu Chamikara,2022-01-19,N/A,N/A,,Installation Pending,Installation Pending,Implementation,Project,Pending,,Pending,,Pending,,Pending,Pending,,Pending,,0,2022-08-02T11:56:23.499Z,2022-08-02T11:56:23.499Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62e910e7092ec9454c92a28f,202207053,Mobitel Direct,Other Project 2022,ZNUG27,Rattanapitiya3,2022-01-18,7.L2100 Activation,Card Installation,TBC,N/A,123,TBC,N/A,N/A,N/A,Existing,Existing,18,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,Nuwan W,2021-03-27,N/A,Mohamed Imran,2022-01-19,N/A,N/A,N/A,SAR Submission Pending,Commissioned / PAT Submission Pending,Submission,Project,Completed,2022-01-27,Completed,2022-01-29,Completed,2022-01-27,Pending,Pending,,Completed,2022-01-27,0,2022-08-02T11:56:23.494Z,2022-08-02T11:56:23.494Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62e910e7092ec9454c92a29a,202207064,Mobitel Direct,Other Project 2022,ZKEL03,Kelaniya_Dialog,2022-01-18,7.L2100 Activation,BBU Merge + BB Card Add,TBC,N/A,123,TBC,N/A,N/A,N/A,Existing,Existing,50,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,Nuwan W,2021-04-07,N/A,Himantha Rajapaksha,2022-01-19,N/A,N/A,Assure Solutions,N/A,PAT Pass / On Air,N/A,N/A,Completed,2022-03-06,Completed,2022-03-08,Completed,2022-03-06,Approved,Pass,2022-04-07,Completed,2022-04-07,0,2022-08-02T11:56:23.496Z,2022-08-02T11:56:23.496Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-04-07,,,,,,,,,,,,,,,,
62e910e7092ec9454c92a29c,202207066,Mobitel Direct,Other Project 2022,ZNUG03,Kattiya_Junction,2022-01-18,7.L2100 Activation,Card Installation,TBC,N/A,123,TBC,N/A,N/A,N/A,Existing,Existing,21,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,Nuwan W,2021-04-09,N/A,Himantha Rajapaksha,2022-01-19,N/A,N/A,N/A,Lack of  e3 cell extension licence,Withdrawn,Approval ,Planning,Pending,,Pending,,Pending,,Pending,Pending,,Pending,,0,2022-08-02T11:56:23.496Z,2022-08-02T11:56:23.496Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62e910e7092ec9454c92a291,202207055,Mobitel Direct,Other Project 2022,GMKTW2,Kattuwa2,2022-01-18,7.L2100 Activation,BBU Merge ,TBC,N/A,123,TBC,N/A,N/A,N/A,Existing,Existing,40,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,Nuwan W,2021-03-29,N/A,Dumindu Chamikara,2022-01-19,N/A,N/A,,Lack of  e3 cell extension licence,Withdrawn,Approval ,Planning,Pending,,Pending,,Pending,,Pending,Pending,,Pending,,0,2022-08-02T11:56:23.495Z,2022-08-02T11:56:23.495Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62e910e7092ec9454c92a2a2,202207072,Mobitel Direct,Other Project 2022,GMAMI1,Amithirigala,2022-01-18,7.L2100 Activation,Card Installation,TBC,N/A,123,TBC,N/A,N/A,N/A,Existing,Existing,60,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,Nuwan W,2021-04-15,N/A,Indika Shantha,2022-01-19,N/A,N/A,N/A,N/A,PAT Pass / On Air,N/A,N/A,Completed,2022-02-09,Completed,2022-02-11,Completed,2022-02-09,Pending,Pending,,Pending,,0,2022-08-02T11:56:23.496Z,2022-08-02T11:56:23.496Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62e910e7092ec9454c92a28d,202207051,Mobitel Direct,Other Project 2022,ZMAH13,Makumbura,2022-01-18,7.L2100 Activation,BBU Merge + BB Card Add,TBC,N/A,123,TBC,N/A,N/A,N/A,Existing,Existing,50,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,Nuwan W,2021-03-25,N/A,Suranga Gunawardhana,2022-01-19,N/A,N/A,L & H,N/A,SAR Approved,N/A,N/A,Completed,2022-05-12,Completed,2022-05-14,Completed,2022-05-12,Approved,Pending,,Completed,2022-05-12,0,2022-08-02T11:56:23.494Z,2022-08-02T11:56:23.494Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-05-29,,,,,,,,,,,,,,,,
62e910e7092ec9454c92a2ac,202207082,Mobitel Direct,Other Project 2022,GMRAT1,Rathupaswala,2022-01-18,7.L2100 Activation,BBU Merge + BB Card Add,TBC,N/A,123,TBC,N/A,N/A,N/A,Existing,Existing,60,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,Nuwan W,2021-04-25,N/A,Indika Shantha,2022-01-19,N/A,N/A,L & H,N/A,PAT Pass / On Air,N/A,N/A,Completed,2022-02-14,Completed,2022-02-16,Completed,2022-02-14,Pending,Pending,,Pending,,0,2022-08-02T11:56:23.499Z,2022-08-02T11:56:23.499Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62e910e7092ec9454c92a2a6,202207076,Mobitel Direct,Other Project 2022,GMKRW2,Kirindiwita2,2022-01-18,7.L2100 Activation,BBU Merge ,TBC,N/A,123,TBC,N/A,N/A,N/A,Existing,Existing,50,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,Nuwan W,2021-04-19,N/A,Dumindu Chamikara,2022-01-19,N/A,N/A,,Lack of  e3 cell extension licence,Withdrawn,Approval ,Planning,Pending,,Pending,,Pending,,Pending,Pending,,Pending,,0,2022-08-02T11:56:23.497Z,2022-08-02T11:56:23.497Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62e910e7092ec9454c92a294,202207058,Mobitel Direct,Other Project 2022,ZDEH16,Attidiya3,2022-01-18,7.L2100 Activation,BBU Merge ,TBC,N/A,123,TBC,N/A,N/A,N/A,Existing,Existing,18,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,Nuwan W,2021-04-01,N/A,Yomal Kodagoda,2022-01-19,N/A,N/A,,Lack of  e3 cell extension licence,Withdrawn,Approval ,Planning,Pending,,Pending,,Pending,,Pending,Pending,,Pending,,0,2022-08-02T11:56:23.495Z,2022-08-02T11:56:23.495Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62e910e7092ec9454c92a2a3,202207073,Mobitel Direct,Other Project 2022,GMBEL1,Belummahara,2022-01-18,7.L2100 Activation,BBU Merge + BB Card Add,TBC,N/A,123,TBC,N/A,N/A,N/A,Existing,Existing,60,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,Nuwan W,2021-04-16,N/A,Indika Shantha,2022-01-19,N/A,N/A,L & H,N/A,PAT Pass / On Air,N/A,N/A,Completed,2022-02-24,Completed,2022-02-26,Completed,2022-02-24,Pending,Pending,,Pending,,0,2022-08-02T11:56:23.496Z,2022-08-02T11:56:23.496Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62e910e7092ec9454c92a296,202207060,Mobitel Direct,Other Project 2022,ZHOM34,Meegoda2,2022-01-18,7.L2100 Activation,BBU Merge + BB Card Add,TBC,N/A,123,TBC,N/A,N/A,N/A,Existing,Existing,40,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,Nuwan W,2021-04-03,N/A,Suranga Gunawardhana,2022-01-19,N/A,N/A,L & H,N/A,SAR Approved,N/A,N/A,Completed,2022-05-18,Completed,2022-05-20,Completed,2022-05-18,Approved,Pending,,Completed,2022-05-18,0,2022-08-02T11:56:23.495Z,2022-08-02T11:56:23.495Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-05-29,,,,,,,,,,,,,,,,
62e910e7092ec9454c92a2b3,202207089,Mobitel Direct,Other Project 2022,ZBIY14,Thembiligasmulla,2022-01-18,7.L2100 Activation,BBU Merge + BB Card Add,TBC,N/A,123,TBC,N/A,N/A,N/A,Existing,Existing,15,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,Nuwan W,2021-05-02,N/A,Suranga Gunawardhana,2022-01-19,VIP Capacity Upgrade,N/A,N/A,Lack of  e3 cell extension licence,Withdrawn,Approval ,Planning,Pending,,Pending,,Pending,,Pending,Pending,,Pending,,0,2022-08-02T11:56:23.500Z,2022-08-02T11:56:23.500Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62e910e7092ec9454c92a2b6,202207092,Mobitel Direct,Other Project 2022,ZDEH14,Ratmalana,2022-01-18,7.L2100 Activation,BBU Merge + BB Card Add,TBC,N/A,123,TBC,N/A,N/A,N/A,Existing,Existing,21,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,Nuwan W,2021-05-05,N/A,Himantha Rajapaksha,2022-01-19,N/A,N/A,Assure Solutions,N/A,PAT Pass / On Air,N/A,N/A,Completed,2022-02-17,Completed,2022-02-19,Completed,2022-02-17,Pending,Pass,2022-03-07,Completed,2022-02-17,0,2022-08-02T11:56:23.500Z,2022-08-02T11:56:23.500Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62e910e7092ec9454c92a298,202207062,Mobitel Direct,Other Project 2022,ZHOM60,Homagama_2_Relocation,2022-01-18,7.L2100 Activation,Card Installation,TBC,N/A,123,TBC,N/A,N/A,N/A,Existing,Existing,60,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,Nuwan W,2021-04-05,N/A,Suranga Gunawardhana,2022-01-19,N/A,N/A,N/A,N/A,PAT Pass / On Air,N/A,N/A,Completed,2022-03-14,Completed,2022-03-16,Completed,2022-03-14,Pending,Pending,,Pending,,0,2022-08-02T11:56:23.495Z,2022-08-02T11:56:23.495Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62e910e7092ec9454c92a2ae,202207084,Mobitel Direct,Other Project 2022,ZBAT02,Battaramulla,2022-01-18,7.L2100 Activation,BBU Merge + BB Card Add,TBC,N/A,123,TBC,N/A,N/A,N/A,Existing,Existing,15,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,Nuwan W,2021-04-27,N/A,Indika Shantha,2022-01-19,N/A,N/A,N/A,Lack of  e3 cell extension licence,Withdrawn,Approval ,Planning,Pending,,Pending,,Pending,,Pending,Pending,,Pending,,0,2022-08-02T11:56:23.499Z,2022-08-02T11:56:23.499Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62e910e7092ec9454c92a290,202207054,Mobitel Direct,Other Project 2022,ZNUG37,Jambugahamulla,2022-01-18,7.L2100 Activation,Card Installation,TBC,N/A,123,TBC,N/A,N/A,N/A,Existing,Existing,18,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,Nuwan W,2021-03-28,N/A,Mohamed Imran,2022-01-19,N/A,N/A,N/A,SAR Submission Pending,Commissioned / PAT Submission Pending,Submission,Project,Completed,2022-01-27,Completed,2022-01-29,Completed,2022-01-27,Pending,Pending,,Completed,2022-01-27,0,2022-08-02T11:56:23.495Z,2022-08-02T11:56:23.495Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62e910e7092ec9454c92a2b0,202207086,Mobitel Direct,Other Project 2022,ZBAT14,Thalawathugoda_Junc.,2022-01-18,7.L2100 Activation,BBU Merge + BB Card Add,TBC,N/A,123,TBC,N/A,N/A,N/A,Existing,Existing,27,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,Nuwan W,2021-04-29,N/A,Indika Shantha,2022-01-19,N/A,N/A,N/A,PAT Approval Pending,Commissioned / PAT Approval Pending,Approval ,Operation,Completed,2022-04-29,Completed,2022-05-01,Completed,2022-04-29,Pending,Pending,,Pending,,0,2022-08-02T11:56:23.499Z,2022-08-02T11:56:23.499Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62e910e7092ec9454c92a293,202207057,Mobitel Direct,Other Project 2022,ZDEH08,Attidiya,2022-01-18,7.L2100 Activation,BBU Merge + BB Card Add,TBC,N/A,123,TBC,N/A,N/A,N/A,Existing,Existing,24,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,Nuwan W,2021-03-31,N/A,Suranga Gunawardhana,2022-01-19,N/A,N/A,N/A,Lack of  e3 cell extension licence,Withdrawn,Approval ,Planning,Pending,,Pending,,Pending,,Pending,Pending,,Pending,,0,2022-08-02T11:56:23.495Z,2022-08-02T11:56:23.495Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62e910e7092ec9454c92a2bb,202207097,Mobitel Direct,Other Project 2022,ZHOM16,Pnanagoda,2022-01-18,7.L2100 Activation,Card Installation,TBC,N/A,123,TBC,N/A,N/A,N/A,Existing,Existing,15,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,Nuwan W,2021-05-10,N/A,Suranga Gunawardhana,2022-01-19,N/A,N/A,N/A,PAT Approval Pending,Commissioned / PAT Approval Pending,Approval ,Operation,Completed,2022-01-26,Completed,2022-01-28,Completed,2022-01-26,Pending,Pending,,Pending,,0,2022-08-02T11:56:23.501Z,2022-08-02T11:56:23.501Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62e910e7092ec9454c92a2a4,202207074,Mobitel Direct,Other Project 2022,GMBEL2,Mudungoda,2022-01-18,7.L2100 Activation,BBU Merge + BB Card Add,TBC,N/A,123,TBC,N/A,N/A,N/A,Existing,Existing,60,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,Nuwan W,2021-04-17,N/A,Indika Shantha,2022-01-19,N/A,N/A,L & H,N/A,PAT Pass / On Air,N/A,N/A,Pending,,Pending,,Pending,,Pending,Pending,,Pending,,0,2022-08-02T11:56:23.497Z,2022-08-02T11:56:23.497Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62e910e7092ec9454c92a2b2,202207088,Mobitel Direct,Other Project 2022,ZBIY11,Dekatana,2022-01-18,7.L2100 Activation,BBU Merge + BB Card Add,TBC,N/A,123,TBC,N/A,N/A,N/A,Existing,Existing,50,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,Nuwan W,2021-05-01,N/A,Suranga Gunawardhana,2022-01-19,N/A,N/A,N/A,Installation Pending,Installation Pending,Implementation,Project,Pending,,Pending,,Pending,,Pending,Pending,,Pending,,0,2022-08-02T11:56:23.500Z,2022-08-02T11:56:23.500Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62e910e7092ec9454c92a2b5,202207091,Mobitel Direct,Other Project 2022,ZDEH07,Mt._Laviniya,2022-01-18,7.L2100 Activation,BBU Merge + BB Card Add,TBC,N/A,123,TBC,N/A,N/A,N/A,Existing,Existing,30,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,Nuwan W,2021-05-04,N/A,Himantha Rajapaksha,2022-01-19,VIP Capacity Upgrade,N/A,Assure Solutions,N/A,PAT Pass / On Air,N/A,N/A,Completed,2022-02-17,Completed,2022-02-19,Completed,2022-02-17,Pending,Pass,2022-05-07,Completed,2022-02-17,0,2022-08-02T11:56:23.500Z,2022-08-02T11:56:23.500Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62e910e7092ec9454c92a2b7,202207093,Mobitel Direct,Other Project 2022,ZDEH20,St.Thomas,2022-01-18,7.L2100 Activation,BBU Merge ,TBC,N/A,123,TBC,N/A,N/A,N/A,Existing,Existing,15,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,TBC,Nuwan W,2021-05-06,N/A,Yomal Kodagoda,2022-01-19,N/A,N/A,,Lack of  e3 cell extension licence,Withdrawn,Approval ,Planning,Pending,,Pending,,Pending,,Pending,Pending,,Pending,,0,2022-08-02T11:56:23.500Z,2022-08-02T11:56:23.500Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
